Date time,Minimum Temperature,Maximum Temperature,Temperature,Wind Gust,Precipitation
8/1/1929,56.9,65,59.2,,0
8/2/1929,53.9,62,57.5,,0
8/3/1929,51.2,61.1,56.8,,0
8/4/1929,53.9,65.9,61,,0
8/5/1929,53,65,59,,0
8/6/1929,56,62.9,59.4,,0
8/7/1929,56,62.9,58.7,,0
8/8/1929,51.2,66.8,59.5,,0
8/9/1929,55.1,62.9,59,,0
8/10/1929,56.9,71.9,63.4,,0
8/11/1929,59.1,71.9,65.5,,0
8/12/1929,56,69.2,62.6,,0
8/13/1929,53.9,70.1,61.7,,0
8/14/1929,56,70.1,63,,0
8/15/1929,51.2,66.8,59,,0
8/16/1929,52.1,69.2,59.6,,0
8/17/1929,55.1,65.9,60.8,,0
8/18/1929,55.1,62,57.8,,0
8/19/1929,53,62,57.7,,0
8/20/1929,53.9,66.8,59.7,,0
8/21/1929,53,69.2,60.6,,0
8/22/1929,57.8,66.8,62.1,,0
8/23/1929,59.1,74,65.8,,0
8/24/1929,61.1,71,65.8,,0
8/25/1929,61.1,73.1,66.3,,0
8/26/1929,53.9,73.1,63.3,,0
8/27/1929,56,80,66.5,,0
8/28/1929,62.9,71,65.4,,0
8/29/1929,57.8,70.1,62.9,,0
8/30/1929,53.9,73.1,63.3,,0
8/31/1929,57.8,84.8,70.1,,0
9/1/1929,61.1,71,65.5,,0
9/2/1929,56,73.1,64.5,,0
9/3/1929,57.8,66.8,62.6,,0
9/4/1929,56,87.2,70.8,,0
9/5/1929,62,80.9,71.6,,0
9/6/1929,59.1,73.1,66.8,,0
9/7/1929,55.1,74.9,65.7,,0
9/8/1929,57.8,80.9,69.3,,0
9/9/1929,61.1,82.1,71.1,,0
9/10/1929,60.2,73.1,64.8,,0
9/11/1929,53,74.9,63.1,,0
9/12/1929,56.9,79.1,68.7,,0
9/13/1929,60.2,73.1,66.6,,0
9/14/1929,55.1,70.1,62.8,,0
9/15/1929,52.1,70.1,61,,0
9/16/1929,56.9,68.1,63,,0
9/17/1929,59.1,69.2,64.4,,0
9/18/1929,57.8,62.9,60.4,,0
9/19/1929,52.1,62.9,58.5,,0
9/20/1929,57.8,64.1,60,,0
9/21/1929,47,65,56.7,,0
9/22/1929,50.1,64.1,57.1,,0
9/23/1929,50.1,68.1,59,,0
9/24/1929,53,65.9,58.9,,0
9/25/1929,47.9,70.1,56.7,,0
9/26/1929,44.9,73.1,57,,0
9/27/1929,47.9,74.9,59.5,,0
9/28/1929,57.8,74,63.1,,0
9/29/1929,57.8,66.8,61.1,,0
9/30/1929,51.2,64.1,58.1,,0
10/1/1929,47,59,54.4,,0
10/2/1929,56.9,60.9,58.4,,0
10/3/1929,54.2,57,55.6,,0
10/4/1929,44.5,56.1,51,,0
10/5/1929,44.3,60.5,52.2,,0
10/6/1929,47.1,55.7,52.9,,0
10/7/1929,44.5,57.8,51,,0
10/8/1929,53,56,55,,0
10/9/1929,41.8,52.7,47.6,,0
10/10/1929,44.9,57.6,51.3,,0
10/11/1929,53.9,61.3,57.7,,0
10/12/1929,52.1,62.9,56.3,,0
10/13/1929,53.5,60.2,56.7,,0
10/14/1929,47.6,60.5,54.8,,0
10/15/1929,47.5,57.3,52.6,,0
10/16/1929,53,63.4,56.9,,0
10/17/1929,49.5,60.6,54.6,,0
10/18/1929,47.1,53.9,50.3,,0
10/19/1929,37.5,50.9,43.2,,0
10/20/1929,35.9,51.1,43.9,,0
10/21/1929,45.8,56,49.2,,0
10/22/1929,37.2,55.1,45.2,,0
10/23/1929,43.9,54.7,49.9,,0
10/24/1929,46.1,57.8,53.7,,0
10/25/1929,37.9,51.8,44.4,,0
10/26/1929,34.4,47,40.6,,0
10/27/1929,31.4,47.2,39.4,,0
10/28/1929,35,53.8,43.7,,0
10/29/1929,50,55.2,51.6,,0
10/30/1929,47,51.7,49.2,,0
10/31/1929,40.5,51.2,46.2,,0
11/1/1929,34.5,43.3,39.5,,0
11/2/1929,32.7,46.6,41.7,,0
11/3/1929,41.9,51.3,46.8,,0
11/4/1929,33.9,47.8,41.6,,0
11/5/1929,47,53.8,50,,0
11/6/1929,46.7,48.6,47.7,,0
11/7/1929,37.4,50.2,44.7,,0
11/8/1929,50,55.5,53.2,,0
11/9/1929,37,52.3,43.1,,0
11/10/1929,42.9,50.1,47.3,,0
11/11/1929,40.4,51.7,46.6,,0
11/12/1929,41,56.9,46.3,,0
11/13/1929,33.1,40.3,36.4,,0
11/14/1929,32.1,42.4,35.6,,0
11/15/1929,28.8,37,31.8,,0
11/16/1929,38.5,40.6,39.5,,0
11/17/1929,34.8,43.9,39,,0
11/18/1929,30.8,35.2,33.3,,0
11/19/1929,43.1,52.1,48.3,,0
11/20/1929,46.5,55.2,49.7,,0
11/21/1929,44.8,53.8,48.2,,0
11/22/1929,50.1,57.2,52.6,,0
11/23/1929,48.4,51.3,50.1,,0
11/24/1929,46.7,51.9,48.4,,0
11/25/1929,50.1,55.7,53.1,,0
11/26/1929,46.7,51.2,48.3,,0
11/27/1929,40.6,47.8,44.8,,0
11/28/1929,47.9,55.1,51.7,,0
11/29/1929,50.5,53,52,,0
11/30/1929,48.2,53,51.2,,0
12/1/1929,46.1,49.6,47.8,,0
12/2/1929,41.1,51.7,48.3,,0
12/3/1929,38.1,48.8,44.3,,0
12/4/1929,47.9,52.4,50.3,,0
12/5/1929,47.9,51.2,49.2,,0
12/6/1929,44.2,48.8,46.7,,0
12/7/1929,43.9,48.4,46.8,,0
12/8/1929,46,51.1,48.2,,0
12/9/1929,43.1,49.6,45.8,,0
12/10/1929,37.1,44.4,41.3,,0
12/11/1929,48.8,52.9,50.8,,0
12/12/1929,44.9,52.1,47.7,,0
12/13/1929,45.7,52.6,48.9,,0
12/14/1929,53,56.9,54.8,,0
12/15/1929,44.4,55.1,48.6,,0
12/16/1929,35.7,41.1,38.7,,0
12/17/1929,30.8,39.3,34,,0
12/18/1929,29.9,39.7,33.6,,0
12/19/1929,32.7,40.8,35.9,,0
12/20/1929,30.4,36.8,34,,0
12/21/1929,35,39.8,38,,0
12/22/1929,37.2,40.3,39,,0
12/23/1929,33.2,43.1,38.8,,0
12/24/1929,42.2,46.6,43.9,,0
12/25/1929,47,49.6,48.1,,0
12/26/1929,40.6,45.8,42.9,,0
12/27/1929,43.3,48.3,45.5,,0
12/28/1929,35.3,48,41.5,,0
12/29/1929,46,53,49.6,,0
12/30/1929,43.1,46.7,45.2,,0
12/31/1929,38,42.1,39.2,,0
1/1/1930,35.9,48.8,41.3,,0
1/2/1930,44.8,52.1,47.6,,0
1/3/1930,48.8,51.1,50.3,,0
1/4/1930,46.1,49.6,48.4,,0
1/5/1930,42.2,47.9,45.2,,0
1/6/1930,36.8,44.9,40.3,,0
1/7/1930,43.1,48.1,46.4,,0
1/8/1930,41.6,46.1,44,,0
1/9/1930,35.6,46.7,41.1,,0
1/10/1930,40.3,46.1,42.9,,0
1/11/1930,35.1,46.1,41.4,,0
1/12/1930,34.1,48.6,40,,0
1/13/1930,40.3,48.8,45.2,,0
1/14/1930,51.5,54.6,52.4,,0
1/15/1930,41.1,53,46.7,,0
1/16/1930,38.9,46.4,42.5,,0
1/17/1930,43.1,48.8,45,,0
1/18/1930,44.9,52.6,48.7,,0
1/19/1930,47.9,56.4,51.1,,0
1/20/1930,43.4,47.9,46.1,,0
1/21/1930,30.9,41.9,36.5,,0
1/22/1930,39.8,48.1,44.6,,0
1/23/1930,47,48.5,47.7,,0
1/24/1930,47,49.2,47.9,,0
1/25/1930,41.6,46.1,43.4,,0
1/26/1930,35,43.6,39.5,,0
1/27/1930,43.1,47.7,44.7,,0
1/28/1930,39.8,42.2,41.3,,0
1/29/1930,39.8,46.7,42.8,,0
1/30/1930,35,43.8,39,,0
1/31/1930,35.9,41.7,38.9,,0
2/1/1930,38.9,44.5,42.3,,0
2/2/1930,42.2,43.3,43,,0
2/3/1930,41,43.1,42,,0
2/4/1930,38.9,43.7,41.1,,0
2/5/1930,38.9,43.1,40.7,,0
2/6/1930,37.1,40.6,38,,0
2/7/1930,33.3,36.7,35,,0
2/8/1930,35,37.1,35.9,,0
2/9/1930,32.4,38.1,35,,0
2/10/1930,32.1,39.1,36.1,,0
2/11/1930,35.9,42.7,39.4,,0
2/12/1930,38,43.6,39.6,,0
2/13/1930,33.7,38.4,35.7,,0
2/14/1930,32.1,44.2,38.2,,0
2/15/1930,37.2,43.3,40.2,,0
2/16/1930,30.7,38.6,34.4,,0
2/17/1930,32.4,39.6,35.6,,0
2/18/1930,34.1,36.7,35.3,,0
2/19/1930,35,37.7,35.8,,0
2/20/1930,34.2,40.4,37.1,,0
2/21/1930,33.2,37.3,35.6,,0
2/22/1930,35.5,39.4,37.4,,0
2/23/1930,35.5,38.9,37,,0
2/24/1930,35,39.8,36.7,,0
2/25/1930,29.9,42.1,36.3,,0
2/26/1930,41.1,45.5,43.5,,0
2/27/1930,42.7,46.4,44.5,,0
2/28/1930,37.1,43.4,41.2,,0
3/1/1930,34.5,44.5,39.4,,0
3/2/1930,35,45.3,39.6,,0
3/3/1930,39.8,54.4,46.6,,0
3/4/1930,43.1,51.3,47.3,,0
3/5/1930,43.1,53.4,47.7,,0
3/6/1930,43.7,50.8,47.5,,0
3/7/1930,43.5,46.8,45.3,,0
3/8/1930,34.4,51.2,41.7,,0
3/9/1930,39.8,48.6,44.4,,0
3/10/1930,40.3,47,42.6,,0
3/11/1930,35,42.7,38.6,,0
3/12/1930,30.3,44.5,37.4,,0
3/13/1930,38.1,44.9,41.2,,0
3/14/1930,37.6,44.1,40.9,,0
3/15/1930,35.9,48.4,42.1,,0
3/16/1930,39.1,47.4,42.3,,0
3/17/1930,33,46,39.4,,0
3/18/1930,32.7,44.9,38.9,,0
3/19/1930,32.1,39.3,35.3,,0
3/20/1930,26.4,40.6,34.7,,0
3/21/1930,39.4,48,42.8,,0
3/22/1930,38,47,42.8,,0
3/23/1930,38.5,48.7,42.6,,0
3/24/1930,36.3,48,42,,0
3/25/1930,30.8,48.9,39.3,,0
3/26/1930,41.1,53.5,48.5,,0
3/27/1930,40.5,53.8,47.4,,0
3/28/1930,45.6,56.4,50.7,,0
3/29/1930,45.6,53.4,48.7,,0
3/30/1930,39.4,53,46.2,,0
3/31/1930,44.9,51.7,48.3,,0
4/1/1930,44.9,62.1,54.2,,0
4/2/1930,52.6,58.2,55.9,,0
4/3/1930,47,51.2,49.3,,0
4/4/1930,44.9,50.9,47,,0
4/5/1930,42.7,44.8,43.9,,0
4/6/1930,41.7,46.2,43.9,,0
4/7/1930,43.2,46.1,45.1,,0
4/8/1930,37.9,52.3,46,,0
4/9/1930,44.9,56,49.9,,0
4/10/1930,35.8,59.6,47.1,,0
4/11/1930,38.5,58.4,48.6,,0
4/12/1930,44.9,51.3,47.3,,0
4/13/1930,38.9,50.3,44.1,,0
4/14/1930,39.9,48.8,44.6,,0
4/15/1930,39.8,47.5,44.2,,0
4/16/1930,41.1,48.6,44.9,,0
4/17/1930,42.7,47.6,45.2,,0
4/18/1930,41.1,46.7,44.1,,0
4/19/1930,37.1,42.7,39.5,,0
4/20/1930,37.1,42.8,40.1,,0
4/21/1930,35,46.7,41,,0
4/22/1930,38.7,54.2,46.8,,0
4/23/1930,39.8,56.6,49,,0
4/24/1930,52.3,61.3,56,,0
4/25/1930,51.2,65.6,58.4,,0
4/26/1930,52.2,57,55,,0
4/27/1930,44,61.1,53.6,,0
4/28/1930,47.9,53.8,51.5,,0
4/29/1930,47,65.7,55.5,,0
4/30/1930,44.9,56.1,50.3,,0
5/1/1930,41.1,59,50,,0
5/2/1930,43.6,58.1,50.7,,0
5/3/1930,44,55.5,49.7,,0
5/4/1930,43.1,58.2,50.1,,0
5/5/1930,44,62.7,51.3,,0
5/6/1930,48.8,55.2,51.3,,0
5/7/1930,45.7,51.2,48.2,,0
5/8/1930,40.6,48.2,44.7,,0
5/9/1930,41.1,54.1,47.7,,0
5/10/1930,42.2,54.6,47.8,,0
5/11/1930,47.9,52.6,50.9,,0
5/12/1930,47.6,55,51,,0
5/13/1930,48.8,58.3,53.1,,0
5/14/1930,53,61.6,57.8,,0
5/15/1930,48.8,60.8,55,,0
5/16/1930,50.1,63.2,57.1,,0
5/17/1930,51.2,61.8,56.8,,0
5/18/1930,48,54.8,52,,0
5/19/1930,44.9,55.7,51.4,,0
5/20/1930,51.2,57.5,54.6,,0
5/21/1930,50.1,57.2,53.2,,0
5/22/1930,44.9,51.1,48.1,,0
5/23/1930,46.1,62.9,55.2,,0
5/24/1930,47.6,59.6,53,,0
5/25/1930,51.2,55.7,53.7,,0
5/26/1930,51.2,62.5,56,,0
5/27/1930,47.9,66.1,57.1,,0
5/28/1930,50.1,67.3,59.2,,0
5/29/1930,51.2,67.8,59.4,,0
5/30/1930,53.9,65.6,59,,0
5/31/1930,53.9,63.2,58.3,,0
6/1/1930,53.5,58.2,56.4,,0
6/2/1930,53,64.8,59,,0
6/3/1930,49.6,59.8,55,,0
6/4/1930,53.5,69.2,60,,0
6/5/1930,53,72,63.7,,0
6/6/1930,55.1,75.4,66.5,,0
6/7/1930,52.1,63,59.1,,0
6/8/1930,47.9,63.9,56.6,,0
6/9/1930,43.1,68.2,57.9,,0
6/10/1930,48.8,59.3,55.7,,0
6/11/1930,56,62.9,59.4,,0
6/12/1930,53,73.7,64.2,,0
6/13/1930,56,73.8,65.3,,0
6/14/1930,55.1,69.8,62.3,,0
6/15/1930,55.1,70.5,62.9,,0
6/16/1930,55.1,64.9,59.7,,0
6/17/1930,56.6,74.2,65.3,,0
6/18/1930,62,73.3,67.6,,0
6/19/1930,60.2,70.6,65.4,,0
6/20/1930,55.1,64.2,60.8,,0
6/21/1930,61.1,71.8,66.8,,0
6/22/1930,59.1,71.8,64.9,,0
6/23/1930,53,65.5,59.3,,0
6/24/1930,55.1,64.7,59.8,,0
6/25/1930,53,64.8,59.6,,0
6/26/1930,47.9,68.8,59,,0
6/27/1930,56,70.5,63.5,,0
6/28/1930,56,66.9,61.2,,0
6/29/1930,53.9,69.9,62.8,,0
6/30/1930,53,79.1,68.6,,0
7/1/1930,65,74,69.7,,0
7/2/1930,61.5,74.3,69.4,,0
7/3/1930,59.1,70.3,65.1,,0
7/4/1930,55.1,71.5,64.2,,0
7/5/1930,57.8,77.6,67.9,,0
7/6/1930,60.2,76.8,67.9,,0
7/7/1930,60.5,70.6,65.6,,0
7/8/1930,57.8,70.3,63.8,,0
7/9/1930,61.1,73.8,68.3,,0
7/10/1930,58,68.6,63.8,,0
7/11/1930,56,65.1,60.1,,0
7/12/1930,52.1,65.7,57.9,,0
7/13/1930,56.3,69.4,62.2,,0
7/14/1930,56.9,63.4,60.3,,0
7/15/1930,56,63.6,59.5,,0
7/16/1930,56,64.5,61.2,,0
7/17/1930,56,64.1,60,,0
7/18/1930,51.2,66.7,59.1,,0
7/19/1930,57.5,66.1,60.8,,0
7/20/1930,53,63.6,58.7,,0
7/21/1930,55.1,61.1,57.5,,0
7/22/1930,52.1,59.3,55.7,,0
7/23/1930,53,56.9,54.6,,0
7/24/1930,53,62.6,57.8,,0
7/25/1930,55.1,66,60.5,,0
7/26/1930,51.2,64.2,59.4,,0
7/27/1930,56.9,68.8,61.8,,0
7/28/1930,56,66.1,61.7,,0
7/29/1930,57.8,61.4,59.6,,0
7/30/1930,56.9,65,59.9,,0
7/31/1930,53.9,66.8,60.7,,0
8/1/1930,56.9,70.2,64,,0
8/2/1930,63.7,68.3,65.8,,0
8/3/1930,53,63.6,58.5,,0
8/4/1930,54.3,64.9,59.6,,0
8/5/1930,52.1,60.6,57,,0
8/6/1930,53,63.4,58.9,,0
8/7/1930,53,63.7,58.3,,0
8/8/1930,53.9,65.5,59.7,,0
8/9/1930,52.1,66.4,59.5,,0
8/10/1930,56.9,68.3,62.7,,0
8/11/1930,62,71.9,66,,0
8/12/1930,56,66.1,61,,0
8/13/1930,56,60.7,58.5,,0
8/14/1930,55.1,64.7,60.4,,0
8/15/1930,55.1,61.6,58.3,,0
8/16/1930,52.9,68.2,59.7,,0
8/17/1930,53.2,69.5,60,,0
8/18/1930,57.8,70.2,63.4,,0
8/19/1930,55.1,60.2,57.2,,0
8/20/1930,50.1,66,58.4,,0
8/21/1930,60.1,62.1,61.3,,0
8/22/1930,51.2,64.5,58.3,,0
8/23/1930,55.1,65,60.3,,0
8/24/1930,56,65.5,60.8,,0
8/25/1930,52.1,70.2,60.5,,0
8/26/1930,59.1,80.3,70.8,,0
8/27/1930,65,86.5,75.6,,0
8/28/1930,65,86.2,75.5,,0
8/29/1930,64.1,88.4,75.7,,0
8/30/1930,67.2,76.4,71.9,,0
8/31/1930,62.9,69.9,65.7,,0
9/1/1930,53.3,66,59.9,,0
9/2/1930,50.1,69.2,59.6,,0
9/3/1930,51.2,68.6,58.5,,0
9/4/1930,53,70.6,60.9,,0
9/5/1930,60.5,72.4,65.8,,0
9/6/1930,57.8,69.1,62.4,,0
9/7/1930,56.6,65.6,60.1,,0
9/8/1930,52.9,65.2,58.8,,0
9/9/1930,53,62.8,58.5,,0
9/10/1930,59,67.3,63.3,,0
9/11/1930,58.1,66.9,62.4,,0
9/12/1930,57.6,61.3,59.4,,0
9/13/1930,54.2,61,57.8,,0
9/14/1930,53,58.2,55.9,,0
9/15/1930,50.7,62.9,56.6,,0
9/16/1930,47.8,59.7,53.5,,0
9/17/1930,53.9,63.6,58.2,,0
9/18/1930,55.6,63.3,59.5,,0
9/19/1930,52.1,62.5,57.6,,0
9/20/1930,56.9,60.7,57.8,,0
9/21/1930,53.9,62.7,58.3,,0
9/22/1930,53,62,57.3,,0
9/23/1930,62,65,63,,0
9/24/1930,60.7,65.5,62.3,,0
9/25/1930,52.1,60.9,55.7,,0
9/26/1930,47.5,52.3,49.7,,0
9/27/1930,52.1,57.5,54.3,,0
9/28/1930,47,57.5,52.3,,0
9/29/1930,49.5,56.1,52.6,,0
9/30/1930,52.1,58.7,55.1,,0
10/1/1930,49.2,54.3,52.3,,0
10/2/1930,50.7,61,54.8,,0
10/3/1930,47.9,63.7,54.7,,0
10/4/1930,57.8,61.5,59.9,,0
10/5/1930,52.6,59.1,55.6,,0
10/6/1930,46.6,56.6,50.6,,0
10/7/1930,46.5,56.3,50.7,,0
10/8/1930,53,60.2,56.7,,0
10/9/1930,47.8,56.1,51.3,,0
10/10/1930,36.9,55.2,45.1,,0
10/11/1930,44.9,57.2,49.8,,0
10/12/1930,47,57.1,51,,0
10/13/1930,39.9,58.6,48,,0
10/14/1930,48.8,62.7,56.1,,0
10/15/1930,57.8,65.6,61.1,,0
10/16/1930,58.6,64.5,61.5,,0
10/17/1930,55.1,67.1,60.3,,0
10/18/1930,50.6,61.1,55.6,,0
10/19/1930,47.9,60.1,52.7,,0
10/20/1930,48,55.8,51,,0
10/21/1930,40.6,52.1,45.6,,0
10/22/1930,46.1,53.9,49.6,,0
10/23/1930,46.1,53.9,50.7,,0
10/24/1930,43.9,51.8,46.7,,0
10/25/1930,38.9,51.2,45.3,,0
10/26/1930,39.8,48.8,43.3,,0
10/27/1930,32,47.6,40.2,,0
10/28/1930,47.9,58.2,52.5,,0
10/29/1930,52.8,58.6,55.7,,0
10/30/1930,55.7,59.9,57.8,,0
10/31/1930,50.4,53.9,52.1,,0
11/1/1930,48.8,52.6,50.6,,0
11/2/1930,47.9,53,49.9,,0
11/3/1930,44.7,49.6,47,,0
11/4/1930,37.9,43.1,40.8,,0
11/5/1930,29.9,43.3,36.5,,0
11/6/1930,35.9,47.6,41.1,,0
11/7/1930,31.5,50.9,41.1,,0
11/8/1930,46.1,56.6,50.9,,0
11/9/1930,44.9,54.3,50.4,,0
11/10/1930,48.8,53,51.1,,0
11/11/1930,38.9,48.5,43,,0
11/12/1930,32,48.4,39.8,,0
11/13/1930,42.8,50.8,46.3,,0
11/14/1930,41.1,54.6,46.5,,0
11/15/1930,51.2,56.4,52.8,,0
11/16/1930,35.7,40.6,38.3,,0
11/17/1930,24.2,33.9,29.7,,0
11/18/1930,30.8,43,37.1,,0
11/19/1930,48.8,53,51,,0
11/20/1930,46.1,57.3,51.3,,0
11/21/1930,52.6,56,53.6,,0
11/22/1930,50.7,55.7,52.9,,0
11/23/1930,39,45,41.3,,0
11/24/1930,38,51.8,46.8,,0
11/25/1930,48.8,51.7,50.1,,0
11/26/1930,43.4,48.6,45.1,,0
11/27/1930,35.1,43.7,39.9,,0
11/28/1930,41.1,46.3,43.6,,0
11/29/1930,44,50.5,47.2,,0
11/30/1930,46.7,47,46.9,,0
12/1/1930,44.9,48.8,46.7,,0
12/2/1930,44.9,48.3,45.9,,0
12/3/1930,43.2,46.1,44.9,,0
12/4/1930,38.9,42.2,40.8,,0
12/5/1930,33.1,34.1,33.5,,0
12/6/1930,28.2,35.3,31.7,,0
12/7/1930,38,42.7,40.1,,0
12/8/1930,33.8,47,41.1,,0
12/9/1930,31.1,37.6,35.4,,0
12/10/1930,31.9,33.2,32.4,,0
12/11/1930,38.9,42.4,40.4,,0
12/12/1930,41.5,48.8,45.2,,0
12/13/1930,44.9,49.4,46.9,,0
12/14/1930,37.4,44.9,40.3,,0
12/15/1930,33.7,35.9,34.6,,0
12/16/1930,32.1,42.7,38.4,,0
12/17/1930,34.5,39.2,36.9,,0
12/18/1930,32.1,48.3,39.5,,0
12/19/1930,47.6,50.1,48.7,,0
12/20/1930,44.9,46.1,45.3,,0
12/21/1930,37.4,46.1,40.9,,0
12/22/1930,29,35,31.1,,0
12/23/1930,34.1,39.5,37.1,,0
12/24/1930,41.1,43.1,42.4,,0
12/25/1930,39.4,43.6,41.9,,0
12/26/1930,32.1,44,39.2,,0
12/27/1930,43.1,51.7,46.6,,0
12/28/1930,40.4,48.8,45.6,,0
12/29/1930,41.7,48.8,46.2,,0
12/30/1930,37.2,48.8,42.4,,0
12/31/1930,42.7,47,45,,0
1/1/1931,31.6,35.6,34.1,,0
1/2/1931,32.1,41.1,35.9,,0
1/3/1931,35.9,38.6,37.4,,0
1/4/1931,33.7,38.9,36.2,,0
1/5/1931,30.7,37.2,33.6,,0
1/6/1931,29.6,32.9,31.2,,0
1/7/1931,28.1,35.2,31.3,,0
1/8/1931,29.9,33.6,31.7,,0
1/9/1931,26,36.9,32.2,,0
1/10/1931,30.6,37.2,33.7,,0
1/11/1931,37.1,44.7,41.3,,0
1/12/1931,41.2,43.4,42.6,,0
1/13/1931,38,41,39.1,,0
1/14/1931,31.2,35.5,33.8,,0
1/15/1931,34.1,45.4,40.2,,0
1/16/1931,44,48.8,47,,0
1/17/1931,42.1,51.2,45.2,,0
1/18/1931,38,42.6,40.1,,0
1/19/1931,38.9,50.1,46.2,,0
1/20/1931,46.1,48.5,47.7,,0
1/21/1931,34.1,44.9,40.4,,0
1/22/1931,44.5,47,45.7,,0
1/23/1931,44.9,48.8,47.3,,0
1/24/1931,41.5,46.5,43.5,,0
1/25/1931,39.8,44.9,41.7,,0
1/26/1931,38,44.5,41.4,,0
1/27/1931,32.8,42.7,37.7,,0
1/28/1931,42.1,44.6,43.6,,0
1/29/1931,38.9,43.1,41.4,,0
1/30/1931,36.7,39.8,38.3,,0
1/31/1931,27.6,38.9,33.8,,0
2/1/1931,41.7,44.8,42.9,,0
2/2/1931,30.4,40.5,37.3,,0
2/3/1931,37.1,39.9,38.6,,0
2/4/1931,35,37.2,35.9,,0
2/5/1931,29.5,34.3,32.3,,0
2/6/1931,35,38,36.8,,0
2/7/1931,34.1,40.7,36.7,,0
2/8/1931,32.1,44.9,39.4,,0
2/9/1931,44,50.8,48.1,,0
2/10/1931,41.7,50.7,47.1,,0
2/11/1931,37.1,47,41.7,,0
2/12/1931,37.7,43.7,40.5,,0
2/13/1931,35,40.5,37.9,,0
2/14/1931,33.7,40.7,36.7,,0
2/15/1931,34.1,44.5,39.3,,0
2/16/1931,36.8,41.1,40,,0
2/17/1931,32.6,35.8,34.6,,0
2/18/1931,35,39,36.3,,0
2/19/1931,35,41.8,37.5,,0
2/20/1931,30.8,44,37.9,,0
2/21/1931,41,47,43.9,,0
2/22/1931,29.2,44.9,36.9,,0
2/23/1931,36.1,46.2,41.3,,0
2/24/1931,33,46.1,39.7,,0
2/25/1931,44,52.6,48.7,,0
2/26/1931,45.7,51.2,49.3,,0
2/27/1931,34.5,44.6,39.1,,0
2/28/1931,34.6,47.9,38.9,,0
3/1/1931,29.9,38.7,33.9,,0
3/2/1931,28.7,37.2,33.4,,0
3/3/1931,25.1,42.1,34,,0
3/4/1931,35.9,41.8,38.7,,0
3/5/1931,35,43.8,38,,0
3/6/1931,32.1,35.5,34.3,,0
3/7/1931,28.1,32.8,30.6,,0
3/8/1931,30.5,33.7,31.6,,0
3/9/1931,25.6,26.9,26.3,,0
3/10/1931,21.8,31.3,26.5,,0
3/11/1931,28.1,39.1,34.3,,0
3/12/1931,30.9,42.8,36.6,,0
3/13/1931,27.6,45.4,36.4,,0
3/14/1931,37.1,50.1,43,,0
3/15/1931,30.8,50.9,40.8,,0
3/16/1931,35,44.6,39.1,,0
3/17/1931,35.8,48.2,40.8,,0
3/18/1931,34.2,54.5,44.6,,0
3/19/1931,42.4,62.8,52,,0
3/20/1931,49.3,64.7,56.7,,0
3/21/1931,50.2,55.1,53.4,,0
3/22/1931,44.9,53.9,48.7,,0
3/23/1931,46.1,52.9,49.7,,0
3/24/1931,42.2,44.9,43.2,,0
3/25/1931,39.5,47.4,42.4,,0
3/26/1931,38,53.3,45.1,,0
3/27/1931,32.4,56.2,44.2,,0
3/28/1931,41.1,55.3,45.4,,0
3/29/1931,37.1,43.6,40.4,,0
3/30/1931,39.8,47.1,42.6,,0
3/31/1931,38,48,41.4,,0
4/1/1931,35,46.5,40,,0
4/2/1931,41.1,50.7,45.5,,0
4/3/1931,42.2,47,44.4,,0
4/4/1931,38.2,51.1,44.8,,0
4/5/1931,43.1,46.2,44.8,,0
4/6/1931,44,49.2,46.3,,0
4/7/1931,42.2,51.7,46.9,,0
4/8/1931,42.2,58.2,50.2,,0
4/9/1931,44.9,58.5,52.1,,0
4/10/1931,50.1,58.2,54.8,,0
4/11/1931,37.1,59.9,49.1,,0
4/12/1931,41.1,61.8,50.2,,0
4/13/1931,41.8,52.1,46.9,,0
4/14/1931,41.1,54.7,48.5,,0
4/15/1931,47.6,51.7,49.2,,0
4/16/1931,44.8,51.2,46.9,,0
4/17/1931,44,47,45.7,,0
4/18/1931,34.1,46.7,40.4,,0
4/19/1931,38.9,41.2,40.5,,0
4/20/1931,41,44.2,42.5,,0
4/21/1931,41.1,47.9,44.2,,0
4/22/1931,40.6,52.1,46.2,,0
4/23/1931,42.2,52.7,47.6,,0
4/24/1931,47,55.3,50.2,,0
4/25/1931,47,50.1,48.6,,0
4/26/1931,46.1,51.6,48.7,,0
4/27/1931,44.9,51.3,48.3,,0
4/28/1931,44.5,49.3,46.8,,0
4/29/1931,42.2,53.9,47.6,,0
4/30/1931,43.3,58.1,50.8,,0
5/1/1931,42.2,56.6,49.5,,0
5/2/1931,47,58.7,52.3,,0
5/3/1931,43.9,45.3,44.4,,0
5/4/1931,40.4,55.2,47.2,,0
5/5/1931,39.8,56.7,50,,0
5/6/1931,47.9,64.1,56.7,,0
5/7/1931,48.8,59.6,54,,0
5/8/1931,48.2,59.1,53.7,,0
5/9/1931,47.1,63.6,54.6,,0
5/10/1931,47,61.5,53.9,,0
5/11/1931,48.8,61.3,56,,0
5/12/1931,53,61.7,57.8,,0
5/13/1931,47.9,65.1,56.7,,0
5/14/1931,50.1,61.6,56.1,,0
5/15/1931,50.1,55.6,53.2,,0
5/16/1931,50.1,54.2,52.1,,0
5/17/1931,47.9,55,51,,0
5/18/1931,47,51.6,49.2,,0
5/19/1931,45.6,51.7,48.8,,0
5/20/1931,44.9,48.9,47,,0
