Date,TAVG,TMAX,TMIN,TEMP
9/8/1978,,102.3,73.5,88.3
9/9/1978,,100.5,73.5,89.8
9/10/1978,,104.1,71.7,89
9/11/1978,,102.3,73.5,87.1
9/12/1978,,100.5,75.3,88.6
9/13/1978,,104.1,75.3,89.4
9/14/1978,,104.1,75.3,90.7
9/15/1978,,102.3,80.7,91.9
9/16/1978,,104.1,75.3,89.3
9/17/1978,,104.1,69.9,89.5
9/18/1978,,104.1,77.1,90.2
9/19/1978,,104.1,77.1,92.1
9/20/1978,,104.1,75.3,89.4
9/21/1978,,102.3,75.3,87.9
9/22/1978,,102.3,73.5,88.6
9/23/1978,,104.1,71.7,87.9
9/24/1978,,104.1,71.7,87.5
9/25/1978,,102.3,73.5,89.5
9/26/1978,,102.3,73.5,88.2
9/27/1978,,100.5,73.5,88.6
9/28/1978,,100.5,71.7,87.1
9/29/1978,,100.5,71.7,85.4
9/30/1978,,100.5,68.1,83.8
10/1/1978,,95.1,69.9,82.3
10/2/1978,,93.3,68.1,80.9
10/3/1978,,91.5,64.5,78.5
10/4/1978,,95.1,62.7,77.7
10/5/1978,,95.1,59.1,77.3
10/6/1978,,95.1,62.7,80.5
10/7/1978,,93.3,62.7,79.3
10/8/1978,,95.1,62.7,80.8
10/9/1978,,95.1,68.1,82.2
10/10/1978,,95.1,68.1,83
10/11/1978,,100.5,66.3,81.7
10/12/1978,,95.1,66.3,81.3
10/13/1978,,95.1,66.3,80.3
10/14/1978,,98.7,64.5,79.2
10/15/1978,,95.1,64.5,80
10/16/1978,,95.1,62.7,77.5
10/17/1978,,95.1,64.5,78.1
10/18/1978,,96.9,62.7,80.1
10/19/1978,,96.9,62.7,80
10/20/1978,,96.9,62.7,80.4
10/21/1978,,96.9,62.7,79.8
10/22/1978,,93.3,66.3,78.7
10/23/1978,,95.1,62.7,80.9
10/24/1978,,93.3,64.5,80.1
10/25/1978,,93.3,62.7,76.4
10/26/1978,,91.5,64.5,78.4
10/27/1978,,91.5,62.7,79.7
10/28/1978,,93.3,64.5,78.6
10/29/1978,,93.3,64.5,80.3
10/30/1978,,95.1,64.5,79.3
10/31/1978,,95.1,64.5,81.2
11/1/1978,,87.9,64.5,76
11/2/1978,,82.5,60.9,71.4
11/3/1978,,80.7,53.7,69.3
11/4/1978,,89.7,60.9,76.2
11/5/1978,,82.5,59.1,69.8
11/6/1978,,84.3,55.5,69.6
11/7/1978,,86.1,57.3,72.8
11/8/1978,,87.9,62.7,75.3
11/9/1978,,89.7,62.7,75.2
11/10/1978,,87.9,60.9,75.4
11/11/1978,,86.1,59.1,72.2
11/12/1978,,75.3,59.1,67.3
11/13/1978,,78.9,59.1,65.9
11/14/1978,,71.7,57.3,63.4
11/15/1978,,71.7,50.1,62.9
11/16/1978,,80.7,59.1,69
11/17/1978,,69.9,53.7,59.4
11/18/1978,,62.7,53.7,57.1
11/19/1978,,62.7,53.7,58.1
11/20/1978,,68.1,51.9,57.8
11/21/1978,,68.1,48.3,57.7
11/22/1978,,71.7,51.9,61
11/23/1978,,64.5,51.9,58
11/24/1978,,68.1,50.1,59.6
11/25/1978,,69.9,51.9,61.2
11/26/1978,,75.3,53.7,62.7
11/27/1978,,78.9,55.5,65.8
11/28/1978,,80.7,60.9,69.6
11/29/1978,,73.5,60.9,65.6
11/30/1978,,84.3,53.7,68.3
12/1/1978,,86.1,57.3,71.8
12/2/1978,,86.1,60.9,74.4
12/3/1978,,82.5,60.9,73.3
12/4/1978,,77.1,57.3,65.8
12/5/1978,,84.3,62.7,72.8
12/6/1978,,86.1,62.7,72.4
12/7/1978,,84.3,59.1,71
12/8/1978,,82.5,55.5,69.7
12/9/1978,,82.5,57.3,70.2
12/10/1978,,80.7,57.3,69.4
12/11/1978,,80.7,59.1,70.3
12/12/1978,,84.3,60.9,71.3
12/13/1978,,73.5,55.5,64
12/14/1978,,71.7,50.1,60.6
12/15/1978,,73.5,50.1,60.5
12/16/1978,,78.9,51.9,62.9
12/17/1978,,75.3,51.9,61.4
12/18/1978,,69.9,46.5,57.5
12/19/1978,,69.9,41.1,55
12/20/1978,,69.9,39.3,55
12/21/1978,,71.7,41.1,55.2
12/22/1978,,73.5,42.9,57
12/23/1978,,75.3,44.7,58.6
12/24/1978,,82.5,35.7,58.9
12/25/1978,,77.1,42.9,60.9
12/26/1978,,78.9,42.9,61.9
12/27/1978,,84.3,51.9,64.6
12/28/1978,,78.9,51.9,64.7
12/29/1978,,66.3,51.9,58.4
12/30/1978,,68.1,46.5,56.9
12/31/1978,,69.9,48.3,60
1/1/1979,,73.5,50.1,61.1
1/2/1979,,75.3,51.9,63.5
1/3/1979,,71.7,57.3,63.8
1/4/1979,,78.9,55.5,64.6
1/5/1979,,82.5,55.5,67.6
1/6/1979,,68.1,53.7,60.1
1/7/1979,,71.7,48.3,59.3
1/8/1979,,68.1,51.9,60
1/9/1979,,78.9,57.3,67.7
1/10/1979,,66.3,50.1,56.1
1/11/1979,,62.7,42.9,52
1/12/1979,,64.5,41.1,51.5
1/13/1979,,66.3,39.3,52.8
1/14/1979,,68.1,44.7,57.3
1/15/1979,,75.3,48.3,61.2
1/16/1979,,77.1,55.5,63.5
1/17/1979,,77.1,59.1,68.2
1/18/1979,,73.5,59.1,65.8
1/19/1979,,73.5,59.1,65.2
1/20/1979,,71.7,59.1,64.8
1/21/1979,,77.1,55.5,65.9
1/22/1979,,80.7,60.9,68.8
1/23/1979,,75.3,57.3,63.9
1/24/1979,,66.3,50.1,57.3
1/25/1979,,62.7,42.9,52.5
1/26/1979,,66.3,48.3,55.2
1/27/1979,,68.1,51.9,58.2
1/28/1979,,66.3,44.7,54.5
1/29/1979,,66.3,46.5,56.5
1/30/1979,,66.3,48.3,56.9
1/31/1979,,69.9,42.9,55.1
2/1/1979,,71.7,44.7,56.5
2/2/1979,,73.5,46.5,59.8
2/3/1979,,78.9,50.1,63.4
2/4/1979,,71.7,50.1,61.2
2/5/1979,,68.1,48.3,58.1
2/6/1979,,77.1,46.5,64.8
2/7/1979,,84.3,60.9,71
2/8/1979,,86.1,62.7,74
2/9/1979,,80.7,60.9,70.7
2/10/1979,,80.7,59.1,70.2
2/11/1979,,69.9,53.7,62.3
2/12/1979,,73.5,48.3,61.9
2/13/1979,,75.3,50.1,63.3
2/14/1979,,75.3,48.3,61.5
2/15/1979,,84.3,51.9,66.9
2/16/1979,,86.1,57.3,73.1
2/17/1979,,77.1,53.7,63.6
2/18/1979,,77.1,48.3,60.8
2/19/1979,,80.7,48.3,64.4
2/20/1979,,84.3,50.1,70.1
2/21/1979,,80.7,50.1,66
2/22/1979,,80.7,55.5,66.7
2/23/1979,,86.1,60.9,74.1
2/24/1979,,78.9,57.3,67.6
2/25/1979,,80.7,55.5,69.2
2/26/1979,,89.7,64.5,75.2
2/27/1979,,95.1,62.7,77.3
2/28/1979,,89.7,64.5,75.5
3/1/1979,,75.3,59.1,66.6
3/2/1979,,80.7,51.9,66.7
3/3/1979,,86.1,53.7,70.8
3/4/1979,,73.5,51.9,63
3/5/1979,,71.7,46.5,59.3
3/6/1979,,73.5,42.9,60.2
3/7/1979,,86.1,53.7,70.4
3/8/1979,,89.7,62.7,75
3/9/1979,,80.7,57.3,68.3
3/10/1979,,75.3,53.7,65.5
3/11/1979,,75.3,57.3,65.5
3/12/1979,,75.3,59.1,66.5
3/13/1979,,80.7,59.1,67.9
3/14/1979,,82.5,64.5,71.9
3/15/1979,,77.1,55.5,67
3/16/1979,,69.9,57.3,64
3/17/1979,,78.9,53.7,66.8
3/18/1979,,82.5,57.3,70.4
3/19/1979,,87.9,59.1,75.2
3/20/1979,,86.1,60.9,73.9
3/21/1979,,87.9,64.5,77
3/22/1979,,89.7,64.5,75.9
3/23/1979,,91.5,64.5,79.9
3/24/1979,,95.1,64.5,85.2
3/25/1979,,96.9,73.5,85.4
3/26/1979,,96.9,73.5,85.9
3/27/1979,,82.5,64.5,73.1
3/28/1979,,78.9,55.5,67.8
3/29/1979,,84.3,57.3,71.7
3/30/1979,,86.1,59.1,74.3
3/31/1979,,91.5,64.5,76.4
4/1/1979,,89.7,64.5,77.6
4/2/1979,,87.9,62.7,76.7
4/3/1979,,87.9,62.7,76.5
4/4/1979,,91.5,64.5,79.6
4/5/1979,,95.1,64.5,81.2
4/6/1979,,96.9,64.5,83
4/7/1979,,98.7,66.3,84.6
4/8/1979,,100.5,69.9,85.3
4/9/1979,,98.7,71.7,86.2
4/10/1979,,98.7,71.7,84.1
4/11/1979,,95.1,66.3,79
4/12/1979,,89.7,62.7,78
4/13/1979,,98.7,64.5,82.8
4/14/1979,,104.1,75.3,89.1
4/15/1979,,102.3,77.1,88.2
4/16/1979,,91.5,69.9,81.7
4/17/1979,,84.3,64.5,75.4
4/18/1979,,89.7,60.9,76.2
4/19/1979,,98.7,64.5,83.5
4/20/1979,,104.1,71.7,86.9
4/21/1979,,107.7,75.3,91.2
4/22/1979,,105.9,75.3,91.2
4/23/1979,,104.1,73.5,90.6
4/24/1979,,102.3,71.7,88.1
4/25/1979,,104.1,75.3,91.3
4/26/1979,,91.5,71.7,80.9
4/27/1979,,89.7,64.5,76.8
4/28/1979,,93.3,64.5,79.3
4/29/1979,,89.7,64.5,77.6
4/30/1979,,91.5,64.5,78.7
5/1/1979,,96.9,69.9,81.7
5/2/1979,,104.1,71.7,90.3
5/3/1979,,105.9,77.1,92.7
5/4/1979,,89.7,75.3,83.2
5/5/1979,,84.3,71.7,76.8
5/6/1979,,86.1,66.3,75.6
5/7/1979,,89.7,66.3,75.6
5/8/1979,,93.3,64.5,79.7
5/9/1979,,95.1,69.9,81.3
5/10/1979,,95.1,66.3,81.6
5/11/1979,,95.1,71.7,86.5
5/12/1979,,102.3,78.9,90.7
5/13/1979,,98.7,75.3,88.5
5/14/1979,,102.3,69.9,89.1
5/15/1979,,104.1,80.7,92.9
5/16/1979,,107.7,75.3,93.5
5/17/1979,,105.9,77.1,92.6
5/18/1979,,95.1,77.1,86.3
5/19/1979,,100.5,73.5,86.6
5/20/1979,,105.9,77.1,92.8
5/21/1979,,107.7,80.7,95.1
5/22/1979,,109.5,82.5,97.4
5/23/1979,,111.3,82.5,99.1
5/24/1979,,107.7,82.5,96.2
5/25/1979,,104.1,80.7,93.5
5/26/1979,,104.1,78.9,92.7
5/27/1979,,109.5,80.7,95.6
5/28/1979,,109.5,84.3,98.8
5/29/1979,,107.7,89.7,99.5
5/30/1979,,105.9,87.9,98.6
5/31/1979,,109.5,84.3,96.6
6/1/1979,,105.9,84.3,96.3
6/2/1979,,107.7,82.5,95.8
6/3/1979,,109.5,82.5,97.2
6/4/1979,,111.3,82.5,100
6/5/1979,,113.1,89.7,101.9
6/6/1979,,111.3,84.3,100.6
6/7/1979,,113.1,84.3,100.6
6/8/1979,,113.1,86.1,100.3
6/9/1979,,111.3,86.1,101.1
6/10/1979,,113.1,87.9,101
6/11/1979,,111.3,86.1,99
6/12/1979,,113.1,84.3,99.7
6/13/1979,,114.9,84.3,101
6/14/1979,,114.9,89.7,103.8
6/15/1979,,113.1,87.9,99.9
6/16/1979,,111.3,84.3,99.3
6/17/1979,,107.7,84.3,96.7
6/18/1979,,107.7,82.5,96.6
6/19/1979,,107.7,80.7,95.5
6/20/1979,,109.5,78.9,96.5
6/21/1979,,107.7,78.9,94.9
6/22/1979,,107.7,78.9,94.3
6/23/1979,,105.9,84.3,94.8
6/24/1979,,104.1,80.7,93.5
6/25/1979,,105.9,80.7,94.4
6/26/1979,,109.5,82.5,98.6
6/27/1979,,107.7,82.5,95.5
6/28/1979,,107.7,78.9,96
6/29/1979,,109.5,80.7,95.6
6/30/1979,,111.3,82.5,98.2
7/1/1979,,109.5,84.3,98.4
7/2/1979,,104.1,84.3,94.9
7/3/1979,,102.3,80.7,92.1
7/4/1979,,102.3,77.1,90.7
7/5/1979,,104.1,78.9,93.1
7/6/1979,,104.1,77.1,93.1
7/7/1979,,105.9,78.9,95.7
7/8/1979,,104.1,80.7,93.6
7/9/1979,,102.3,80.7,93.2
7/10/1979,,104.1,78.9,92.1
7/11/1979,,105.9,78.9,95.4
7/12/1979,,107.7,82.5,96.5
7/13/1979,,107.7,78.9,93.8
7/14/1979,,107.7,77.1,95.3
7/15/1979,,107.7,78.9,95.9
7/16/1979,,109.5,82.5,99.3
7/17/1979,,107.7,80.7,97.5
7/18/1979,,109.5,78.9,96.1
7/19/1979,,107.7,78.9,95.1
7/20/1979,,111.3,80.7,96.9
7/21/1979,,113.1,86.1,99.7
7/22/1979,,113.1,86.1,98.9
7/23/1979,,113.1,84.3,100.3
7/24/1979,,114.9,89.7,102.4
7/25/1979,,113.1,89.7,102.1
7/26/1979,,113.1,84.3,99.9
7/27/1979,,113.1,86.1,101.9
7/28/1979,,114.9,84.3,101.4
7/29/1979,,113.1,86.1,100.9
7/30/1979,,113.1,82.5,98.5
7/31/1979,,107.7,84.3,95.8
8/1/1979,,104.1,80.7,93.5
8/2/1979,,107.7,80.7,93.5
8/3/1979,,107.7,78.9,93.2
8/4/1979,,111.3,82.5,99.8
8/5/1979,,111.3,80.7,96.4
8/6/1979,,109.5,78.9,96.1
8/7/1979,,107.7,82.5,95.2
8/8/1979,,109.5,77.1,94.9
8/9/1979,,107.7,78.9,94.8
8/10/1979,,107.7,78.9,94
8/11/1979,,107.7,78.9,95.4
8/12/1979,,107.7,78.9,94.3
8/13/1979,,107.7,78.9,96.3
8/14/1979,,107.7,80.7,95.7
8/15/1979,,105.9,80.7,95.9
8/16/1979,,105.9,80.7,96.4
8/17/1979,,107.7,84.3,97.5
8/18/1979,,105.9,82.5,96.3
8/19/1979,,104.1,80.7,94.9
8/20/1979,,105.9,80.7,93.6
8/21/1979,,107.7,80.7,96.9
8/22/1979,,109.5,80.7,96
8/23/1979,,109.5,82.5,97.7
8/24/1979,,111.3,84.3,98.7
8/25/1979,,109.5,86.1,97.8
8/26/1979,,111.3,84.3,97.8
8/27/1979,,109.5,78.9,96.7
8/28/1979,,109.5,78.9,99.6
8/29/1979,,109.5,84.3,98
8/30/1979,,109.5,84.3,99.1
8/31/1979,,107.7,80.7,97.1
9/1/1979,,105.9,80.7,94.9
9/2/1979,,105.9,82.5,94.8
9/3/1979,,109.5,78.9,94.5
9/4/1979,,109.5,78.9,96.1
9/5/1979,,111.3,78.9,95.9
9/6/1979,,109.5,80.7,96.6
9/7/1979,,107.7,80.7,96.9
9/8/1979,,104.1,80.7,94.6
9/9/1979,,105.9,77.1,93.5
9/10/1979,,105.9,78.9,93.4
9/11/1979,,107.7,78.9,93.7
9/12/1979,,105.9,77.1,95.4
9/13/1979,,107.7,73.5,92.2
9/14/1979,,109.5,78.9,93.2
9/15/1979,,107.7,80.7,94.6
9/16/1979,,107.7,80.7,94.6
9/17/1979,,107.7,82.5,93.7
9/18/1979,,107.7,78.9,95
9/19/1979,,107.7,73.5,92.9
9/20/1979,,105.9,77.1,93.5
9/21/1979,,102.3,77.1,90.1
9/22/1979,,104.1,78.9,95.2
9/23/1979,,104.1,77.1,93.4
9/24/1979,,98.7,73.5,88
9/25/1979,,100.5,73.5,90
9/26/1979,,104.1,75.3,90
9/27/1979,,104.1,78.9,92.9
9/28/1979,,104.1,78.9,92
9/29/1979,,104.1,75.3,89.5
9/30/1979,,102.3,75.3,89.8
10/1/1979,,102.3,69.9,85
10/2/1979,,100.5,71.7,88.4
10/3/1979,,102.3,71.7,88.9
10/4/1979,,104.1,73.5,89.7
10/5/1979,,102.3,73.5,88
10/6/1979,,100.5,75.3,90.4
10/7/1979,,96.9,75.3,86.7
10/8/1979,,98.7,71.7,86
10/9/1979,,98.7,69.9,84.1
10/10/1979,,96.9,69.9,83.5
10/11/1979,,95.1,69.9,82.2
10/12/1979,,96.9,68.1,82.8
10/13/1979,,100.5,69.9,86.9
10/14/1979,,98.7,71.7,88.7
10/15/1979,,96.9,69.9,83.8
10/16/1979,,100.5,69.9,85.3
10/17/1979,,96.9,71.7,85.1
10/18/1979,,96.9,69.9,83.6
10/19/1979,,93.3,71.7,84.6
10/20/1979,,95.1,75.3,84.6
10/21/1979,,102.3,73.5,85.5
10/22/1979,,93.3,77.1,82.7
10/23/1979,,93.3,71.7,82.7
10/24/1979,,95.1,69.9,83.8
10/25/1979,,95.1,71.7,84.3
10/26/1979,,91.5,71.7,81.7
10/27/1979,,89.7,71.7,80.8
10/28/1979,,93.3,69.9,80.4
10/29/1979,,89.7,71.7,79.5
10/30/1979,,84.3,69.9,76.4
10/31/1979,,86.1,68.1,76.1
11/1/1979,,86.1,59.1,74.4
11/2/1979,,87.9,62.7,76.6
11/3/1979,,91.5,64.5,78
11/4/1979,,93.3,64.5,78.9
11/5/1979,,91.5,64.5,77.8
11/6/1979,,91.5,66.3,78.7
11/7/1979,,93.3,66.3,79.2
11/8/1979,,91.5,66.3,78.7
11/9/1979,,91.5,64.5,77.4
11/10/1979,,87.9,64.5,75.4
11/11/1979,,91.5,62.7,76
11/12/1979,,91.5,62.7,76.8
11/13/1979,,84.3,64.5,72.9
11/14/1979,,87.9,60.9,74.9
11/15/1979,,86.1,59.1,72.6
11/16/1979,,86.1,59.1,74
11/17/1979,,86.1,62.7,73.2
11/18/1979,,84.3,59.1,71.8
11/19/1979,,80.7,59.1,70
11/20/1979,,80.7,59.1,68.8
11/21/1979,,82.5,55.5,68.5
11/22/1979,,80.7,53.7,67.2
11/23/1979,,77.1,53.7,64.3
11/24/1979,,80.7,51.9,65
11/25/1979,,77.1,50.1,64.4
11/26/1979,,77.1,50.1,63.6
11/27/1979,,78.9,50.1,63.8
11/28/1979,,82.5,50.1,66.9
11/29/1979,,84.3,53.7,70.2
11/30/1979,,78.9,59.1,69.9
12/1/1979,,69.9,50.1,61.7
12/2/1979,,66.3,46.5,55.7
12/3/1979,,68.1,41.1,53.9
12/4/1979,,69.9,42.9,57.1
12/5/1979,,75.3,48.3,61.7
12/6/1979,,77.1,51.9,63.2
12/7/1979,,77.1,53.7,66.1
12/8/1979,,71.7,55.5,62.6
12/9/1979,,69.9,46.5,58.5
12/10/1979,,71.7,50.1,60.7
12/11/1979,,78.9,55.5,66.6
12/12/1979,,84.3,60.9,71.1
12/13/1979,,66.3,57.3,62.2
12/14/1979,,73.5,53.7,62.5
12/15/1979,,78.9,50.1,62.9
12/16/1979,,64.5,46.5,54.4
12/17/1979,,60.9,42.9,52.7
12/18/1979,,62.7,48.3,54.1
12/19/1979,,73.5,50.1,61
12/20/1979,,69.9,55.5,61
12/21/1979,,60.9,44.7,52.3
12/22/1979,,62.7,41.1,51.3
12/23/1979,,62.7,39.3,50.3
12/24/1979,,62.7,41.1,52.3
12/25/1979,,68.1,44.7,57.2
12/26/1979,,75.3,53.7,62.6
12/27/1979,,68.1,48.3,59.3
12/28/1979,,68.1,53.7,59.6
12/29/1979,,69.9,59.1,62.5
12/30/1979,,62.7,44.7,52.9
12/31/1979,,59.1,37.5,46.7
1/1/1980,,64.5,37.5,50.7
1/2/1980,,66.3,41.1,54.6
1/3/1980,,69.9,42.9,57.5
1/4/1980,,71.7,44.7,59
1/5/1980,,73.5,51.9,62.6
1/6/1980,,75.3,51.9,62.3
1/7/1980,,60.9,44.7,53.2
1/8/1980,,59.1,44.7,52.7
1/9/1980,,59.1,46.5,52
1/10/1980,,62.7,48.3,55.7
1/11/1980,,55.5,48.3,53.9
1/12/1980,,68.1,51.9,59.5
1/13/1980,,78.9,57.3,66.8
1/14/1980,,69.9,48.3,58.6
1/15/1980,,66.3,46.5,57.1
1/16/1980,,71.7,50.1,59
1/17/1980,,57.3,39.3,48.6
1/18/1980,,53.7,41.1,47.6
1/19/1980,,69.9,44.7,56
1/20/1980,,77.1,51.9,64.8
1/21/1980,,80.7,53.7,67.2
1/22/1980,,86.1,62.7,72.8
1/23/1980,,82.5,62.7,69.9
1/24/1980,,64.5,50.1,57.1
1/25/1980,,64.5,46.5,54.7
1/26/1980,,62.7,46.5,55.6
1/27/1980,,68.1,44.7,57.6
1/28/1980,,73.5,48.3,60.7
1/29/1980,,77.1,48.3,62.8
1/30/1980,,66.3,50.1,59
1/31/1980,,60.9,44.7,51.7
2/1/1980,,60.9,41.1,50.3
2/2/1980,,64.5,41.1,52.6
2/3/1980,,64.5,44.7,54.8
2/4/1980,,71.7,51.9,60.1
2/5/1980,,80.7,51.9,66.4
2/6/1980,,73.5,46.5,63.4
2/7/1980,,73.5,51.9,63.1
2/8/1980,,82.5,59.1,65.7
2/9/1980,,82.5,59.1,68.6
2/10/1980,,66.3,59.1,62.4
2/11/1980,,78.9,55.5,62.4
2/12/1980,,66.3,48.3,57.1
2/13/1980,,66.3,46.5,57.2
2/14/1980,,73.5,51.9,63.3
2/15/1980,,68.1,53.7,60.8
2/16/1980,,69.9,50.1,59.2
2/17/1980,,73.5,55.5,64
2/18/1980,,68.1,51.9,60.3
2/19/1980,,68.1,48.3,58.2
2/20/1980,,77.1,55.5,64.6
2/21/1980,,69.9,48.3,58.7
2/22/1980,,69.9,51.9,59.7
2/23/1980,,75.3,51.9,63.9
2/24/1980,,86.1,59.1,72.2
2/25/1980,,77.1,59.1,67.4
2/26/1980,,75.3,53.7,65.4
2/27/1980,,77.1,62.7,70
2/28/1980,,87.9,62.7,73.6
2/29/1980,,82.5,62.7,73.8
3/1/1980,,82.5,62.7,70.8
3/2/1980,,73.5,55.5,64
3/3/1980,,71.7,51.9,61.1
3/4/1980,,64.5,46.5,55
3/5/1980,,64.5,41.1,54.7
3/6/1980,,69.9,46.5,58
3/7/1980,,71.7,50.1,62.4
3/8/1980,,82.5,53.7,69.4
3/9/1980,,89.7,60.9,74.7
3/10/1980,,86.1,59.1,71.9
3/11/1980,,87.9,59.1,73.3
3/12/1980,,91.5,66.3,78.2
3/13/1980,,91.5,64.5,77.1
3/14/1980,,89.7,66.3,78.8
3/15/1980,,93.3,66.3,79.9
3/16/1980,,87.9,64.5,74.2
3/17/1980,,82.5,59.1,70.1
3/18/1980,,91.5,66.3,77.3
3/19/1980,,77.1,60.9,69.7
3/20/1980,,82.5,53.7,67.8
3/21/1980,,87.9,59.1,74.4
3/22/1980,,89.7,64.5,77.4
3/23/1980,,89.7,68.1,79
3/24/1980,,95.1,69.9,80.3
3/25/1980,,95.1,69.9,82.1
3/26/1980,,96.9,68.1,83.6
3/27/1980,,98.7,73.5,86.3
3/28/1980,,100.5,75.3,87
3/29/1980,,86.1,73.5,79.8
3/30/1980,,96.9,75.3,84.8
3/31/1980,,100.5,73.5,86.7
4/1/1980,,98.7,75.3,87.2
4/2/1980,,98.7,75.3,87
4/3/1980,,96.9,77.1,87.5
4/4/1980,,91.5,73.5,82
4/5/1980,,89.7,68.1,78.6
4/6/1980,,87.9,66.3,77.6
4/7/1980,,93.3,66.3,79.9
4/8/1980,,86.1,71.7,78.7
4/9/1980,,95.1,69.9,83.2
4/10/1980,,95.1,71.7,83.9
4/11/1980,,98.7,75.3,86.6
4/12/1980,,102.3,75.3,89
4/13/1980,,102.3,84.3,93.4
4/14/1980,,91.5,77.1,85.2
4/15/1980,,95.1,71.7,82.9
4/16/1980,,77.1,62.7,70
4/17/1980,,75.3,55.5,65.7
4/18/1980,,78.9,55.5,66.8
4/19/1980,,89.7,62.7,76.3
4/20/1980,,96.9,64.5,81.1
4/21/1980,,98.7,68.1,86.7
4/22/1980,,100.5,71.7,86.7
4/23/1980,,102.3,71.7,89.1
4/24/1980,,104.1,75.3,91.2
4/25/1980,,104.1,75.3,91.5
4/26/1980,,95.1,73.5,85
4/27/1980,,91.5,71.7,81.1
4/28/1980,,100.5,68.1,83.6
4/29/1980,,105.9,75.3,92.4
4/30/1980,,102.3,80.7,89.8
5/1/1980,,102.3,71.7,83.9
5/2/1980,,93.3,69.9,82.9
5/3/1980,,104.1,77.1,90.3
5/4/1980,,102.3,82.5,92.2
5/5/1980,,104.1,78.9,91.3
5/6/1980,,96.9,69.9,84.7
5/7/1980,,96.9,71.7,85.8
5/8/1980,,105.9,75.3,90.6
5/9/1980,,102.3,82.5,92.8
5/10/1980,,98.7,77.1,88
5/11/1980,,98.7,82.5,90.5
5/12/1980,,98.7,77.1,86.2
5/13/1980,,104.1,75.3,89.5
5/14/1980,,104.1,80.7,91.2
5/15/1980,,95.1,77.1,86.1
5/16/1980,,96.9,73.5,85
5/17/1980,,98.7,73.5,85.5
5/18/1980,,102.3,73.5,88.6
5/19/1980,,104.1,73.5,89.5
5/20/1980,,104.1,73.5,90.5
5/21/1980,,104.1,75.3,92.2
5/22/1980,,105.9,80.7,94
5/23/1980,,109.5,80.7,96.4
5/24/1980,,102.3,80.7,92.1
5/25/1980,,102.3,78.9,90.7
5/26/1980,,105.9,78.9,92.4
5/27/1980,,105.9,78.9,92.8
5/28/1980,,104.1,75.3,92.7
5/29/1980,,105.9,77.1,93.1
5/30/1980,,107.7,80.7,94.2
5/31/1980,,105.9,78.9,92.7
6/1/1980,,105.9,78.9,92.9
6/2/1980,,105.9,80.7,92.7
6/3/1980,,107.7,78.9,94.6
6/4/1980,,107.7,80.7,94.6
6/5/1980,,109.5,80.7,95.7
6/6/1980,,111.3,80.7,97.9
6/7/1980,,113.1,82.5,99.1
6/8/1980,,107.7,82.5,95.3
6/9/1980,,105.9,80.7,92.5
6/10/1980,,104.1,80.7,92.5
6/11/1980,,102.3,78.9,91.2
6/12/1980,,105.9,80.7,92.7
6/13/1980,,107.7,77.1,93.4
6/14/1980,,107.7,78.9,94
6/15/1980,,111.3,77.1,95.4
6/16/1980,,111.3,84.3,99
6/17/1980,,105.9,87.9,97.8
6/18/1980,,107.7,78.9,93.1
6/19/1980,,107.7,78.9,93.3
6/20/1980,,105.9,78.9,94.8
6/21/1980,,105.9,80.7,94.4
6/22/1980,,107.7,80.7,95.3
6/23/1980,,107.7,78.9,94.3
6/24/1980,,107.7,80.7,94.4
6/25/1980,,109.5,80.7,95.7
6/26/1980,,107.7,78.9,94.4
6/27/1980,,111.3,80.7,96.6
6/28/1980,,109.5,86.1,98.1
6/29/1980,,109.5,84.3,99.2
6/30/1980,,109.5,84.3,97
7/1/1980,,109.5,84.3,97.4
7/2/1980,,107.7,89.7,98.8
7/3/1980,,107.7,82.5,95.8
7/4/1980,,107.7,82.5,94.7
7/5/1980,,109.5,82.5,96.8
7/6/1980,,107.7,82.5,96
7/7/1980,,107.7,80.7,95.7
7/8/1980,,105.9,80.7,94.6
7/9/1980,,107.7,80.7,95.6
7/10/1980,,105.9,80.7,93.5
7/11/1980,,107.7,80.7,94.5
7/12/1980,,109.5,78.9,96.9
7/13/1980,,109.5,78.9,96.6
7/14/1980,,109.5,80.7,96.5
7/15/1980,,111.3,80.7,97.1
7/16/1980,,114.9,82.5,98.8
7/17/1980,,114.9,87.9,102.9
7/18/1980,,116.7,89.7,102.5
7/19/1980,,114.9,87.9,102.1
7/20/1980,,111.3,87.9,99.3
7/21/1980,,114.9,84.3,100.5
7/22/1980,,114.9,93.3,103.3
7/23/1980,,114.9,89.7,102.4
7/24/1980,,114.9,87.9,101.8
7/25/1980,,113.1,87.9,99.8
7/26/1980,,113.1,86.1,100.3
7/27/1980,,109.5,89.7,100
7/28/1980,,111.3,84.3,97.8
7/29/1980,,109.5,82.5,96.9
7/30/1980,,109.5,80.7,96.4
7/31/1980,,109.5,82.5,96.9
8/1/1980,,111.3,86.1,99.6
8/2/1980,,109.5,84.3,97.7
8/3/1980,,109.5,82.5,95.8
8/4/1980,,107.7,82.5,95.2
8/5/1980,,109.5,84.3,95.8
8/6/1980,,109.5,80.7,96.6
8/7/1980,,111.3,82.5,96.8
8/8/1980,,111.3,84.3,98
8/9/1980,,111.3,82.5,96.3
8/10/1980,,109.5,82.5,95.9
8/11/1980,,109.5,78.9,96
8/12/1980,,109.5,80.7,98.1
8/13/1980,,109.5,77.1,95.9
