Date,TAVG,TMAX,TMIN
1/12/1986,66,78,55
1/13/1986,67,78,54
1/14/1986,65,,54
1/15/1986,63,74,
1/16/1986,64,76,
1/17/1986,65,76,57
1/18/1986,65,74,
1/19/1986,65,76,55
1/20/1986,67,,
1/21/1986,63,69,
1/22/1986,62,72,54
1/23/1986,61,71,52
1/24/1986,63,72,53
1/25/1986,62,74,50
1/26/1986,64,77,
1/27/1986,65,78,55
1/28/1986,66,78,54
1/29/1986,67,79,59
1/30/1986,67,,55
1/31/1986,67,74,63
2/1/1986,67,73,60
2/2/1986,67,72,64
2/3/1986,65,72,
2/4/1986,62,,55
2/5/1986,65,76,56
2/6/1986,69,81,57
2/7/1986,68,76,
2/8/1986,68,75,60
2/9/1986,68,77,62
2/10/1986,70,80,65
2/11/1986,67,73,65
2/12/1986,67,73,
2/13/1986,65,75,58
2/14/1986,67,82,55
2/15/1986,72,85,59
2/16/1986,69,74,
2/17/1986,65,73,
2/18/1986,65,84,52
2/19/1986,66,73,60
2/20/1986,65,72,
2/21/1986,65,,55
2/22/1986,66,75,
2/23/1986,65,74,55
2/24/1986,67,80,56
2/25/1986,69,84,61
2/26/1986,71,85,62
2/27/1986,71,81,62
2/28/1986,67,76,
3/1/1986,67,76,57
3/2/1986,70,80,60
3/3/1986,71,82,63
3/4/1986,70,76,
3/5/1986,67,76,61
3/6/1986,69,,60
3/7/1986,74,87,65
3/8/1986,72,,
3/9/1986,70,,
3/10/1986,72,84,57
3/11/1986,72,80,
3/12/1986,69,77,59
3/13/1986,68,79,57
3/14/1986,65,77,58
3/15/1986,71,90,55
3/16/1986,71,85,
3/17/1986,67,,
3/18/1986,68,,59
3/19/1986,72,87,61
3/20/1986,71,78,66
3/21/1986,72,78,
3/22/1986,70,77,63
3/23/1986,68,77,58
3/24/1986,72,87,60
3/25/1986,75,91,64
3/26/1986,80,,70
3/27/1986,69,76,
3/28/1986,71,80,61
3/29/1986,74,83,65
3/30/1986,75,89,62
3/31/1986,77,93,67
4/1/1986,84,97,71
4/2/1986,86,103,
4/3/1986,88,104,80
4/4/1986,87,104,
4/5/1986,82,93,73
4/6/1986,80,91,73
4/7/1986,81,90,69
4/8/1986,80,92,73
4/9/1986,75,86,
4/10/1986,74,81,
4/11/1986,77,,68
4/12/1986,74,85,65
4/13/1986,73,82,64
4/14/1986,74,84,
4/15/1986,75,86,
4/16/1986,72,86,62
4/17/1986,77,87,62
4/18/1986,79,89,69
4/19/1986,78,91,66
4/20/1986,82,96,
4/21/1986,79,86,72
4/22/1986,82,90,75
4/23/1986,79,87,71
4/24/1986,76,86,69
4/25/1986,79,90,69
4/26/1986,80,92,71
4/27/1986,83,92,
4/28/1986,86,98,73
4/29/1986,84,96,76
4/30/1986,80,93,71
5/1/1986,80,91,69
5/2/1986,86,98,71
5/3/1986,89,108,77
5/4/1986,93,109,79
5/5/1986,90,105,80
5/6/1986,83,95,
5/7/1986,77,91,71
5/8/1986,80,92,67
5/9/1986,83,97,72
5/10/1986,88,97,73
5/11/1986,89,101,
5/12/1986,96,104,81
5/13/1986,96,112,87
5/14/1986,93,108,
5/15/1986,92,108,79
5/16/1986,90,109,
5/17/1986,88,99,76
5/18/1986,89,102,76
5/19/1986,91,105,78
5/20/1986,89,104,78
5/21/1986,87,100,
5/22/1986,89,101,76
5/23/1986,87,103,77
5/24/1986,90,107,
5/25/1986,92,,77
5/26/1986,88,108,78
5/27/1986,90,109,78
5/28/1986,92,111,80
5/29/1986,96,117,81
5/30/1986,97,115,
5/31/1986,91,107,81
6/1/1986,93,105,
6/2/1986,91,108,81
6/3/1986,92,105,82
6/4/1986,90,107,82
6/5/1986,93,107,81
6/6/1986,90,102,81
6/7/1986,90,105,82
6/8/1986,89,105,80
6/9/1986,88,99,
6/10/1986,86,103,78
6/11/1986,90,109,77
6/12/1986,92,105,
6/13/1986,92,106,87
6/14/1986,92,101,
6/15/1986,91,99,78
6/16/1986,89,99,81
6/17/1986,88,103,80
6/18/1986,90,102,84
6/19/1986,89,100,82
6/20/1986,87,99,80
6/21/1986,88,98,81
6/22/1986,85,95,80
6/23/1986,87,97,78
6/24/1986,87,98,79
6/25/1986,88,99,80
6/26/1986,86,100,
6/27/1986,87,98,81
6/28/1986,87,99,81
6/29/1986,86,99,
6/30/1986,85,96,80
7/1/1986,86,99,79
7/2/1986,95,108,83
7/3/1986,97,111,90
7/4/1986,95,,
7/5/1986,92,106,
7/6/1986,91,,80
7/7/1986,90,110,79
7/8/1986,91,110,80
7/9/1986,91,112,82
7/10/1986,92,105,81
7/11/1986,90,101,80
7/12/1986,89,98,81
7/13/1986,96,110,87
7/14/1986,97,108,
7/15/1986,96,108,87
7/16/1986,95,110,85
7/17/1986,95,112,84
7/18/1986,93,,80
7/19/1986,96,107,82
7/20/1986,99,114,85
7/21/1986,94,110,89
7/22/1986,92,101,
7/23/1986,96,105,85
7/24/1986,95,109,
7/25/1986,96,,84
7/26/1986,92,103,85
7/27/1986,94,110,86
7/28/1986,95,110,
7/29/1986,97,110,
7/30/1986,93,105,87
7/31/1986,96,,87
8/1/1986,94,104,
8/2/1986,97,112,87
8/3/1986,95,110,
8/4/1986,94,,87
8/5/1986,92,99,85
8/6/1986,98,,
8/7/1986,97,,87
8/8/1986,95,108,87
8/9/1986,93,101,
8/10/1986,95,115,84
8/11/1986,96,113,83
8/12/1986,94,105,
8/13/1986,92,107,85
8/14/1986,93,106,82
8/15/1986,92,106,84
8/16/1986,90,101,83
8/17/1986,89,98,
8/18/1986,92,104,83
8/19/1986,92,106,84
8/20/1986,92,109,82
8/21/1986,96,112,84
8/22/1986,97,112,88
8/23/1986,96,107,85
8/24/1986,92,105,
8/25/1986,92,105,
8/26/1986,95,109,86
8/27/1986,95,108,88
8/28/1986,93,103,84
8/29/1986,94,104,84
8/30/1986,91,102,84
8/31/1986,91,103,
9/1/1986,93,106,80
9/2/1986,91,106,82
9/3/1986,92,105,
9/4/1986,91,103,80
9/5/1986,92,102,79
9/6/1986,89,103,76
9/7/1986,92,109,76
9/8/1986,90,108,82
9/9/1986,89,105,
9/10/1986,90,105,77
9/11/1986,92,105,79
9/12/1986,92,105,83
9/13/1986,88,107,80
9/14/1986,90,108,78
9/15/1986,92,110,73
9/16/1986,85,102,
9/17/1986,86,101,78
9/18/1986,87,100,75
9/19/1986,85,96,77
9/20/1986,87,96,78
9/21/1986,85,103,77
9/22/1986,86,103,
9/23/1986,86,102,80
9/24/1986,85,96,76
9/25/1986,87,101,79
9/26/1986,85,99,
9/27/1986,83,98,73
9/28/1986,87,102,
9/29/1986,86,97,77
9/30/1986,87,98,77
10/1/1986,88,103,76
10/2/1986,89,103,77
10/3/1986,89,,
10/4/1986,86,95,74
10/5/1986,88,98,79
10/6/1986,87,95,77
10/7/1986,88,101,75
10/8/1986,85,102,73
10/9/1986,88,99,78
10/10/1986,87,98,76
10/11/1986,84,97,75
10/12/1986,84,96,
10/13/1986,83,96,71
10/14/1986,87,100,73
10/15/1986,85,94,
10/16/1986,84,94,78
10/17/1986,84,94,
10/18/1986,86,95,78
10/19/1986,84,100,75
10/20/1986,83,95,74
10/21/1986,84,,
10/22/1986,84,96,72
10/23/1986,83,92,75
10/24/1986,84,94,75
10/25/1986,82,,75
10/26/1986,81,92,72
10/27/1986,80,90,
10/28/1986,81,90,
10/29/1986,82,90,74
10/30/1986,82,91,74
10/31/1986,81,91,73
11/1/1986,79,94,
11/2/1986,80,92,70
11/3/1986,81,94,68
11/4/1986,80,,66
11/5/1986,82,96,70
11/6/1986,80,88,
11/7/1986,80,87,
11/8/1986,78,92,
11/9/1986,80,98,
11/10/1986,81,97,70
11/11/1986,77,88,70
11/12/1986,77,87,68
11/13/1986,76,85,67
11/14/1986,76,85,68
11/15/1986,74,83,
11/16/1986,71,87,
11/17/1986,70,86,58
11/18/1986,74,88,63
11/19/1986,74,87,65
11/20/1986,74,85,65
11/21/1986,75,87,65
11/22/1986,76,87,
11/23/1986,75,87,64
11/24/1986,75,87,68
11/25/1986,74,82,
11/26/1986,72,82,64
11/27/1986,70,81,62
11/28/1986,71,83,
11/29/1986,74,88,63
11/30/1986,75,88,69
12/1/1986,75,87,69
12/2/1986,75,87,69
12/3/1986,74,84,
12/4/1986,72,80,64
12/5/1986,72,,68
12/6/1986,63,68,
12/7/1986,60,65,52
12/8/1986,62,70,56
12/9/1986,64,72,55
12/10/1986,67,75,59
12/11/1986,65,74,60
12/12/1986,64,72,
12/13/1986,62,72,55
12/14/1986,66,74,56
12/15/1986,64,71,
12/16/1986,64,75,
12/17/1986,65,71,
12/18/1986,64,75,
12/19/1986,65,,
12/20/1986,69,79,56
12/21/1986,67,74,
12/22/1986,64,72,56
12/23/1986,63,,
12/24/1986,65,73,54
12/25/1986,65,76,57
12/26/1986,65,,
12/27/1986,67,77,56
12/28/1986,67,80,
12/29/1986,68,78,57
12/30/1986,67,76,
12/31/1986,67,76,60
1/1/1987,65,72,
1/2/1987,65,73,56
1/3/1987,65,74,
1/4/1987,67,75,57
1/5/1987,64,74,56
1/6/1987,62,73,55
1/7/1987,65,77,55
1/8/1987,64,74,55
1/9/1987,64,72,
1/10/1987,64,74,52
1/11/1987,64,74,55
1/12/1987,66,74,58
1/13/1987,64,77,57
1/14/1987,65,74,55
1/15/1987,63,74,
1/16/1987,63,75,54
1/17/1987,64,,53
1/18/1987,64,74,
1/19/1987,66,75,
1/20/1987,66,73,53
1/21/1987,61,74,52
1/22/1987,64,72,54
1/23/1987,65,75,54
1/24/1987,66,83,54
1/25/1987,64,,
1/26/1987,66,80,
1/27/1987,67,84,
1/28/1987,70,79,59
1/29/1987,70,77,62
1/30/1987,67,74,
1/31/1987,64,75,58
2/1/1987,66,75,58
2/2/1987,65,75,57
2/3/1987,68,78,59
2/4/1987,72,86,58
2/5/1987,69,87,
2/6/1987,63,75,56
2/7/1987,64,73,54
2/8/1987,65,74,55
2/9/1987,66,81,54
2/10/1987,76,88,61
2/11/1987,69,76,
2/12/1987,69,,57
2/13/1987,69,78,
2/14/1987,66,,
2/15/1987,66,74,57
2/16/1987,65,74,56
2/17/1987,64,78,55
2/18/1987,69,81,58
2/19/1987,73,86,57
2/20/1987,73,85,68
2/21/1987,72,81,67
2/22/1987,68,74,
2/23/1987,65,,57
2/24/1987,69,79,55
2/25/1987,67,77,55
2/26/1987,68,82,
2/27/1987,69,86,56
2/28/1987,74,90,57
3/1/1987,77,89,67
3/2/1987,74,87,
3/3/1987,76,92,65
3/4/1987,75,83,
3/5/1987,71,80,63
3/6/1987,68,79,60
3/7/1987,71,,57
3/8/1987,72,83,
3/9/1987,76,89,
3/10/1987,72,87,64
3/11/1987,75,88,62
3/12/1987,76,87,66
3/13/1987,73,82,
3/14/1987,78,90,69
3/15/1987,69,76,
3/16/1987,68,76,59
3/17/1987,77,93,58
3/18/1987,78,86,
3/19/1987,81,91,65
3/20/1987,78,90,68
3/21/1987,73,81,66
3/22/1987,72,80,
3/23/1987,70,,65
3/24/1987,71,79,
3/25/1987,69,,59
3/26/1987,72,,
3/27/1987,67,75,
3/28/1987,69,,
3/29/1987,66,72,63
3/30/1987,70,77,62
3/31/1987,69,74,
4/1/1987,68,76,59
4/2/1987,68,76,61
4/3/1987,69,76,60
4/4/1987,72,81,
4/5/1987,77,,68
4/6/1987,74,83,
4/7/1987,73,79,
4/8/1987,71,78,65
4/9/1987,71,78,64
4/10/1987,74,83,66
4/11/1987,76,85,66
4/12/1987,79,90,67
4/13/1987,78,88,65
4/14/1987,75,87,64
4/15/1987,77,96,64
4/16/1987,77,93,65
4/17/1987,81,101,66
4/18/1987,80,99,66
4/19/1987,85,100,71
4/20/1987,82,103,
4/21/1987,76,87,
4/22/1987,76,87,70
4/23/1987,76,88,67
4/24/1987,82,94,69
4/25/1987,81,97,
4/26/1987,84,99,69
4/27/1987,85,100,72
4/28/1987,85,99,73
4/29/1987,81,94,
4/30/1987,86,99,73
5/1/1987,89,,73
5/2/1987,89,105,75
5/3/1987,92,106,78
5/4/1987,88,108,76
5/5/1987,88,107,77
5/6/1987,90,105,74
5/7/1987,85,,
5/8/1987,82,94,
5/9/1987,85,,73
5/10/1987,88,102,
5/11/1987,91,,
5/12/1987,87,103,
5/13/1987,85,99,72
5/14/1987,87,98,77
5/15/1987,87,101,
5/16/1987,87,104,74
5/17/1987,85,94,73
5/18/1987,85,98,75
5/19/1987,85,96,73
5/20/1987,87,,75
5/21/1987,89,99,78
5/22/1987,85,94,77
5/23/1987,88,98,76
5/24/1987,87,,80
5/25/1987,88,99,74
5/26/1987,87,99,74
5/27/1987,87,100,78
5/28/1987,89,101,
5/29/1987,87,97,80
5/30/1987,88,97,78
5/31/1987,87,97,78
6/1/1987,89,96,77
6/2/1987,90,98,81
6/3/1987,89,103,79
6/4/1987,92,103,79
6/5/1987,91,107,79
6/6/1987,89,103,
6/7/1987,87,97,
6/8/1987,87,97,82
6/9/1987,88,98,
6/10/1987,88,99,82
6/11/1987,86,97,79
6/12/1987,87,,76
6/13/1987,86,96,77
6/14/1987,85,98,75
6/15/1987,86,97,
6/16/1987,88,98,
6/17/1987,92,107,78
6/18/1987,93,105,80
6/19/1987,95,107,81
6/20/1987,89,98,
6/21/1987,90,104,
6/22/1987,91,100,79
6/23/1987,89,102,
6/24/1987,91,104,80
6/25/1987,90,102,77
6/26/1987,94,108,81
6/27/1987,93,108,81
6/28/1987,91,104,79
6/29/1987,92,109,78
6/30/1987,90,100,
7/1/1987,92,105,78
7/2/1987,89,99,
7/3/1987,90,104,
7/4/1987,90,101,78
7/5/1987,91,97,79
7/6/1987,92,,80
7/7/1987,96,,83
7/8/1987,98,113,86
7/9/1987,98,113,86
7/10/1987,92,103,82
7/11/1987,92,108,82
7/12/1987,94,,83
7/13/1987,92,104,
7/14/1987,92,103,81
7/15/1987,94,104,82
7/16/1987,92,104,84
7/17/1987,94,,83
7/18/1987,92,108,83
7/19/1987,90,100,80
7/20/1987,92,105,81
7/21/1987,98,114,86
7/22/1987,98,112,89
7/23/1987,97,112,86
7/24/1987,97,110,84
7/25/1987,96,109,85
7/26/1987,95,106,87
7/27/1987,95,110,
7/28/1987,97,107,89
7/29/1987,94,102,88
7/30/1987,96,105,87
7/31/1987,97,107,87
8/1/1987,98,107,90
8/2/1987,100,111,89
8/3/1987,101,114,90
8/4/1987,100,110,88
8/5/1987,97,110,87
8/6/1987,97,108,84
8/7/1987,98,110,
8/8/1987,94,110,85
8/9/1987,97,109,82
8/10/1987,98,113,
8/11/1987,98,111,88
8/12/1987,95,102,86
8/13/1987,94,,85
8/14/1987,98,113,85
8/15/1987,94,105,87
8/16/1987,95,106,88
8/17/1987,93,101,87
8/18/1987,93,105,85
8/19/1987,95,,87
8/20/1987,93,99,
8/21/1987,92,97,86
8/22/1987,95,,87
8/23/1987,94,,
8/24/1987,93,102,
8/25/1987,92,99,83
8/26/1987,90,101,83
8/27/1987,93,98,87
8/28/1987,92,100,87
8/29/1987,90,100,
8/30/1987,91,98,81
8/31/1987,93,103,86
9/1/1987,93,105,84
9/2/1987,94,,
9/3/1987,93,105,83
9/4/1987,97,108,84
9/5/1987,94,107,85
9/6/1987,94,102,83
9/7/1987,92,104,85
9/8/1987,91,98,
9/9/1987,91,100,
9/10/1987,91,102,83
9/11/1987,89,97,
9/12/1987,92,,81
9/13/1987,94,107,83
9/14/1987,92,103,83
9/15/1987,91,101,83
9/16/1987,90,100,78
9/17/1987,91,103,
9/18/1987,90,100,
9/19/1987,89,99,81
9/20/1987,89,101,
9/21/1987,89,99,80
9/22/1987,89,97,78
9/23/1987,86,,77
9/24/1987,86,96,74
9/25/1987,88,105,
9/26/1987,91,107,77
9/27/1987,89,103,78
9/28/1987,88,100,80
9/29/1987,88,99,78
9/30/1987,90,101,76
10/1/1987,87,98,76
10/2/1987,86,94,
10/3/1987,87,96,
10/4/1987,90,103,77
10/5/1987,90,105,
10/6/1987,88,103,77
10/7/1987,88,100,77
10/8/1987,88,98,80
10/9/1987,86,96,78
10/10/1987,85,91,78
10/11/1987,83,91,77
10/12/1987,83,,75
10/13/1987,82,98,74
10/14/1987,83,,
10/15/1987,83,92,75
10/16/1987,84,98,72
10/17/1987,81,,
10/18/1987,78,93,65
10/19/1987,78,94,62
10/20/1987,81,92,
10/21/1987,80,91,73
10/22/1987,82,99,71
10/23/1987,82,95,
10/24/1987,83,95,69
10/25/1987,82,94,67
10/26/1987,83,98,73
10/27/1987,84,98,72
10/28/1987,82,90,
10/29/1987,80,88,
10/30/1987,80,92,70
10/31/1987,79,94,
11/1/1987,81,96,67
11/2/1987,80,94,66
11/3/1987,78,94,65
11/4/1987,79,88,
11/5/1987,80,,72
11/6/1987,78,91,69
11/7/1987,80,87,68
11/8/1987,78,,68
11/9/1987,79,88,69
11/10/1987,78,,68
11/11/1987,79,89,69
11/12/1987,78,86,70
11/13/1987,76,,66
11/14/1987,78,92,65
11/15/1987,78,87,66
11/16/1987,79,,
11/17/1987,77,87,68
11/18/1987,75,90,
11/19/1987,70,90,61
11/20/1987,71,87,56
11/21/1987,71,85,58
11/22/1987,74,87,58
11/23/1987,74,83,63
11/24/1987,73,81,63
11/25/1987,73,81,63
11/26/1987,72,86,60
11/27/1987,71,82,62
11/28/1987,72,82,62
11/29/1987,71,81,61
11/30/1987,71,81,61
12/1/1987,68,78,
12/2/1987,65,77,
12/3/1987,64,77,51
12/4/1987,65,80,50
12/5/1987,66,81,49
12/6/1987,64,79,51
12/7/1987,69,78,57
12/8/1987,71,,64
12/9/1987,70,76,61
12/10/1987,70,77,60
12/11/1987,69,77,
12/12/1987,65,75,54
12/13/1987,65,,57
12/14/1987,66,,57
12/15/1987,67,78,
12/16/1987,68,77,58
12/17/1987,67,76,56
12/18/1987,66,,54
12/19/1987,66,82,52
12/20/1987,66,83,53
12/21/1987,67,82,57
12/22/1987,67,83,58
12/23/1987,69,81,57
12/24/1987,69,81,58
12/25/1987,71,,58
12/26/1987,68,78,59
12/27/1987,69,81,58
12/28/1987,70,83,58
12/29/1987,71,79,61
12/30/1987,67,,
12/31/1987,63,66,58
1/1/1988,64,69,57
1/2/1988,63,71,55
1/3/1988,64,74,55
1/4/1988,62,74,
1/5/1988,64,73,
1/6/1988,64,73,56
1/7/1988,67,79,57
1/8/1988,69,76,59
1/9/1988,68,76,59
1/10/1988,65,71,
1/11/1988,65,76,
1/12/1988,65,79,53
1/13/1988,68,,57
1/14/1988,68,73,
1/15/1988,65,74,55
1/16/1988,68,78,60
1/17/1988,70,,59
1/18/1988,74,85,65
1/19/1988,67,71,
1/20/1988,63,67,
1/21/1988,60,69,50
1/22/1988,60,69,50
1/23/1988,60,70,48
1/24/1988,62,,52
1/25/1988,64,78,
1/26/1988,68,83,55
1/27/1988,67,,
1/28/1988,64,71,57
1/29/1988,64,,57
1/30/1988,64,73,54
1/31/1988,63,71,53
2/1/1988,64,74,54
2/2/1988,72,87,
2/3/1988,74,,64
2/4/1988,67,73,
2/5/1988,67,72,59
2/6/1988,66,,
2/7/1988,64,76,54
2/8/1988,66,78,55
2/9/1988,67,79,
2/10/1988,71,81,
2/11/1988,67,76,
2/12/1988,62,69,55
2/13/1988,65,74,55
2/14/1988,67,,59
2/15/1988,67,73,64
2/16/1988,71,81,66
2/17/1988,67,69,
2/18/1988,70,77,65
2/19/1988,67,71,
2/20/1988,69,,
2/21/1988,67,72,58
2/22/1988,66,72,62
2/23/1988,69,76,
2/24/1988,72,83,68
2/25/1988,69,,66
2/26/1988,66,70,
2/27/1988,65,,
2/28/1988,65,,58
2/29/1988,67,73,59
3/1/1988,68,74,
3/2/1988,68,80,61
3/3/1988,71,84,61
3/4/1988,77,89,67
3/5/1988,77,,69
3/6/1988,70,,
3/7/1988,68,74,60
3/8/1988,72,,62
3/9/1988,83,98,74
3/10/1988,76,,
3/11/1988,69,76,
3/12/1988,68,78,58
3/13/1988,68,77,62
3/14/1988,71,,61
3/15/1988,69,75,
3/16/1988,68,73,
3/17/1988,67,74,58
3/18/1988,69,75,
3/19/1988,69,79,58
3/20/1988,74,90,63
3/21/1988,80,94,68
3/22/1988,80,95,68
3/23/1988,79,95,
3/24/1988,69,72,
3/25/1988,69,,60
3/26/1988,69,76,
3/27/1988,73,86,57
3/28/1988,69,,
3/29/1988,70,80,
3/30/1988,73,83,64
3/31/1988,79,92,66
4/1/1988,72,79,
4/2/1988,71,78,
4/3/1988,71,79,62
4/4/1988,73,83,66
4/5/1988,74,87,66
4/6/1988,77,87,
4/7/1988,74,84,64
4/8/1988,74,87,65
4/9/1988,76,89,66
4/10/1988,78,91,
4/11/1988,82,96,70
4/12/1988,86,103,71
4/13/1988,88,104,
4/14/1988,82,100,
4/15/1988,80,86,72
4/16/1988,79,87,72
4/17/1988,79,,70
4/18/1988,80,86,70
4/19/1988,79,96,
4/20/1988,81,96,70
4/21/1988,83,99,
4/22/1988,87,,74
4/23/1988,85,101,74
4/24/1988,84,89,78
4/25/1988,82,86,
4/26/1988,88,96,
4/27/1988,71,79,
4/28/1988,74,80,
4/29/1988,75,80,68
4/30/1988,77,83,
5/1/1988,81,87,69
5/2/1988,84,,
5/3/1988,85,97,74
5/4/1988,87,98,77
5/5/1988,86,97,76
5/6/1988,87,100,74
5/7/1988,88,100,
5/8/1988,86,97,
5/9/1988,83,94,
5/10/1988,87,98,
5/11/1988,85,93,
5/12/1988,85,100,74
5/13/1988,83,92,73
5/14/1988,81,92,
5/15/1988,82,92,71
5/16/1988,84,94,74
5/17/1988,84,94,
5/18/1988,83,91,72
5/19/1988,85,94,71
5/20/1988,84,93,76
5/21/1988,84,,
5/22/1988,83,92,
5/23/1988,85,98,73
5/24/1988,88,103,74
5/25/1988,89,100,
5/26/1988,86,96,74
5/27/1988,82,92,73
5/28/1988,86,95,77
5/29/1988,87,98,
5/30/1988,87,94,
5/31/1988,82,96,
6/1/1988,94,106,74
6/2/1988,97,,
6/3/1988,92,107,80
6/4/1988,88,99,
6/5/1988,89,108,
6/6/1988,91,101,78
6/7/1988,87,105,
6/8/1988,90,105,
6/9/1988,91,113,
6/10/1988,94,110,80
6/11/1988,90,106,80
6/12/1988,89,103,
6/13/1988,93,105,79
6/14/1988,96,109,80
6/15/1988,90,98,83
6/16/1988,87,98,
6/17/1988,89,101,
6/18/1988,93,103,80
6/19/1988,88,108,78
6/20/1988,87,96,
6/21/1988,87,95,78
6/22/1988,86,95,76
6/23/1988,87,98,72
6/24/1988,89,96,81
6/25/1988,89,97,
6/26/1988,88,93,
6/27/1988,85,95,77
6/28/1988,86,94,
6/29/1988,87,94,
6/30/1988,89,,81
7/1/1988,90,98,83
7/2/1988,90,100,84
7/3/1988,92,100,83
7/4/1988,93,103,79
7/5/1988,91,99,
7/6/1988,89,,
7/7/1988,90,,83
7/8/1988,93,103,86
7/9/1988,96,108,88
7/10/1988,97,108,89
7/11/1988,96,107,88
7/12/1988,93,101,88
7/13/1988,93,101,87
7/14/1988,96,105,90
7/15/1988,103,110,93
7/16/1988,101,,93
7/17/1988,94,101,
7/18/1988,92,98,86
7/19/1988,99,,86
7/20/1988,91,98,
7/21/1988,94,,87
7/22/1988,95,103,90
7/23/1988,96,,
7/24/1988,94,101,89
7/25/1988,97,103,90
7/26/1988,95,107,
7/27/1988,92,,86
7/28/1988,93,104,83
7/29/1988,97,,
7/30/1988,97,106,89
7/31/1988,95,,87
8/1/1988,93,99,84
8/2/1988,92,110,84
8/3/1988,92,103,
8/4/1988,94,112,82
8/5/1988,95,110,86
8/6/1988,92,,85
8/7/1988,91,100,
8/8/1988,92,100,85
8/9/1988,94,101,
8/10/1988,94,100,
8/11/1988,97,112,89
8/12/1988,97,108,
8/13/1988,94,,
8/14/1988,94,103,87
8/15/1988,95,108,89
8/16/1988,95,107,
8/17/1988,94,106,87
8/18/1988,93,,
8/19/1988,95,108,
8/20/1988,95,106,
8/21/1988,94,108,87
8/22/1988,94,105,85
8/23/1988,93,103,85
8/24/1988,92,,85
8/25/1988,91,,81
8/26/1988,94,104,86
8/27/1988,94,106,86
8/28/1988,91,101,85
8/29/1988,91,101,
8/30/1988,89,108,82
8/31/1988,91,,80
9/1/1988,91,100,82
9/2/1988,90,99,83
9/3/1988,90,100,
9/4/1988,91,102,84
9/5/1988,90,101,83
9/6/1988,92,101,83
9/7/1988,92,,
9/8/1988,93,104,
9/9/1988,92,105,82
9/10/1988,85,105,79
9/11/1988,92,101,
9/12/1988,89,99,
9/13/1988,88,99,81
9/14/1988,90,99,82
9/15/1988,90,99,82
9/16/1988,89,95,83
9/17/1988,88,96,80
9/18/1988,95,108,79
9/19/1988,92,102,81
9/20/1988,89,,
9/21/1988,94,,82
9/22/1988,91,99,
9/23/1988,88,98,
9/24/1988,87,95,
9/25/1988,90,,75
9/26/1988,88,101,75
9/27/1988,87,104,78
9/28/1988,83,99,76
9/29/1988,87,96,77
9/30/1988,89,106,74
10/1/1988,88,105,71
10/2/1988,85,101,73
10/3/1988,90,102,71
10/4/1988,85,99,76
10/5/1988,85,97,
10/6/1988,85,,
10/7/1988,88,98,79
10/8/1988,85,95,78
10/9/1988,87,102,78
10/10/1988,87,98,77
10/11/1988,85,94,75
10/12/1988,84,92,
10/13/1988,85,99,76
10/14/1988,85,99,79
10/15/1988,86,96,
10/16/1988,84,97,
10/17/1988,84,97,
10/18/1988,85,95,
10/19/1988,83,91,75
10/20/1988,84,91,76
10/21/1988,85,94,76
10/22/1988,86,,75
10/23/1988,83,90,
10/24/1988,83,89,
10/25/1988,84,,74
10/26/1988,83,,
10/27/1988,83,97,68
10/28/1988,81,95,67
10/29/1988,82,,71
10/30/1988,81,,72
10/31/1988,81,95,73
11/1/1988,82,91,72
11/2/1988,82,89,74
11/3/1988,83,,
11/4/1988,81,95,70
11/5/1988,82,95,70
11/6/1988,83,94,70
11/7/1988,82,90,72
11/8/1988,80,90,72
11/9/1988,79,90,72
11/10/1988,78,91,70
11/11/1988,79,92,69
11/12/1988,80,91,67
11/13/1988,77,90,67
11/14/1988,80,90,69
11/15/1988,81,85,
11/16/1988,78,86,
11/17/1988,76,85,66
11/18/1988,77,,65
11/19/1988,75,,64
11/20/1988,76,84,66
11/21/1988,77,86,65
11/22/1988,78,83,
11/23/1988,74,84,65
11/24/1988,72,83,63
11/25/1988,71,,
11/26/1988,72,81,63
11/27/1988,71,83,
11/28/1988,72,81,
11/29/1988,71,81,
11/30/1988,71,80,62
12/1/1988,70,79,62
12/2/1988,70,81,
12/3/1988,69,81,59
12/4/1988,65,,
12/5/1988,69,78,
12/6/1988,69,80,
12/7/1988,71,,58
12/8/1988,66,79,60
12/9/1988,69,,60
12/10/1988,70,79,
12/11/1988,68,81,60
12/12/1988,70,79,59
12/13/1988,71,80,60
12/14/1988,70,80,60
12/15/1988,70,81,64
12/16/1988,70,81,59
12/17/1988,70,84,
12/18/1988,74,86,64
12/19/1988,74,,65
12/20/1988,72,83,
12/21/1988,74,85,64
12/22/1988,68,78,
12/23/1988,70,79,62
12/24/1988,71,80,
12/25/1988,69,78,62
12/26/1988,70,,
12/27/1988,73,85,66
12/28/1988,69,72,
12/29/1988,64,71,
12/30/1988,63,72,51
12/31/1988,66,74,
1/1/1989,70,74,
1/2/1989,64,75,
1/3/1989,66,85,57
1/4/1989,67,73,60
1/5/1989,66,69,
1/6/1989,65,69,63
1/7/1989,63,70,55
1/8/1989,61,,53
1/9/1989,61,70,52
1/10/1989,62,72,
1/11/1989,62,75,52
1/12/1989,62,,
1/13/1989,65,69,
1/14/1989,63,71,
1/15/1989,62,70,
1/16/1989,61,,46
1/17/1989,64,71,53
1/18/1989,63,69,
1/19/1989,58,71,49
1/20/1989,60,71,46
1/21/1989,61,72,
1/22/1989,63,74,50
1/23/1989,62,74,53
1/24/1989,65,70,58
1/25/1989,65,70,
1/26/1989,62,,
