Date,Minimum,Maximum,Temperature,Average
2/6/1973,57.3,71.7,66.3,
2/7/1973,48.3,71.7,60,
2/8/1973,55.5,77.1,66.9,
2/9/1973,55.5,77.1,65.5,
2/10/1973,60.9,73.5,67.2,
2/11/1973,59.1,66.3,62.7,
2/12/1973,53.7,73.5,64,
2/13/1973,53.7,77.1,62.4,
2/14/1973,60.9,80.7,70.8,
2/15/1973,60.9,82.5,71.1,
2/16/1973,64.5,78.9,71.2,
2/17/1973,57.3,71.7,65.1,
2/18/1973,46.5,78.9,64.8,
2/19/1973,53.7,80.7,71.7,
2/20/1973,55.5,80.7,71.3,
2/21/1973,73.5,89.7,83.6,
2/22/1973,62.7,95.1,82.5,
2/23/1973,62.7,89.7,72.6,
2/24/1973,60.9,89.7,75,
2/25/1973,59.1,77.1,69.3,
2/26/1973,51.9,77.1,66.3,
2/27/1973,55.5,78.9,67.6,
2/28/1973,68.1,93.3,77.5,
3/1/1973,73.5,96.9,86.8,
3/2/1973,69.9,95.1,83.4,
3/3/1973,73.5,80.7,78.3,
3/4/1973,62.7,68.1,64.8,
3/5/1973,51.9,78.9,64.5,
3/6/1973,59.1,89.7,74.7,
3/7/1973,57.3,77.1,64.8,
3/8/1973,55.5,78.9,67.8,
3/9/1973,53.7,69.9,59.5,
3/10/1973,68.1,77.1,72.1,
3/11/1973,62.7,78.9,72.4,
3/12/1973,62.7,84.3,74.1,
3/13/1973,53.7,78.9,69.5,
3/14/1973,57.3,82.5,73,
3/15/1973,66.3,93.3,82.8,
3/16/1973,69.9,87.9,78.9,
3/17/1973,57.3,77.1,67.1,
3/18/1973,51.9,82.5,68.6,
3/19/1973,55.5,82.5,68.9,
3/20/1973,60.9,89.7,76.2,
3/21/1973,82.5,95.1,89.2,
3/22/1973,64.5,93.3,77.1,
3/23/1973,59.1,78.9,69.9,
3/24/1973,59.1,73.5,66.6,
3/25/1973,55.5,75.3,67.2,
3/26/1973,53.7,80.7,67.5,
3/27/1973,59.1,82.5,70.8,
3/28/1973,75.3,96.9,88.8,
3/29/1973,73.5,87.9,79.6,
3/30/1973,73.5,86.1,79.7,
3/31/1973,68.1,95.1,83.5,
4/1/1973,71.7,98.7,85.6,
4/2/1973,69.9,82.5,77.1,
4/3/1973,77.1,89.7,84.3,
4/4/1973,77.1,100.5,89,
4/5/1973,69.9,95.1,82.7,
4/6/1973,66.5,91.5,78.9,
4/7/1973,64.5,89.7,77.3,
4/8/1973,68.1,91.5,81.5,
4/9/1973,66.3,80.7,73.5,
4/10/1973,64.5,73.5,69,
4/11/1973,57.3,69.9,63.2,
4/12/1973,59.1,84.3,71,
4/13/1973,64.5,87.9,77.1,
4/14/1973,71.7,91.5,81.6,
4/15/1973,75.3,96.9,84.6,
4/16/1973,73.5,93.3,85.5,
4/17/1973,77.1,89.7,84.9,
4/18/1973,73.5,96.9,85.4,
4/19/1973,69.9,100.5,86.1,
4/20/1973,69.9,95.1,83.1,
4/21/1973,78.9,100.5,91.5,
4/22/1973,77.1,102.3,89.3,
4/23/1973,78.9,95.1,86.7,
4/24/1973,64.5,91.5,79.4,
4/25/1973,66.3,91.5,80.2,
4/26/1973,73.5,78.9,75.9,
4/27/1973,75.3,105.9,85.4,
4/28/1973,71.7,89.7,81.9,
4/29/1973,75.3,100.5,89.7,
4/30/1973,77.1,100.5,90.7,
5/1/1973,77.1,91.5,83.4,
5/2/1973,68.1,89.7,78.3,
5/3/1973,71.7,104.1,86.8,
5/4/1973,80.7,95.1,88.2,
5/5/1973,77.1,87.9,80.7,
5/6/1973,75.3,91.5,81.9,
5/7/1973,80.7,100.5,89.9,
5/8/1973,78.9,104.1,92.4,
5/9/1973,105.9,105.9,105.9,
5/10/1973,77.1,105.9,95.4,
5/11/1973,80.7,102.3,95.1,
5/12/1973,77.1,98.7,88.2,
5/13/1973,71.7,98.7,84,
5/14/1973,73.5,105.9,90.2,
5/15/1973,77.1,100.5,89.7,
5/16/1973,80.7,91.5,86.1,
5/17/1973,71.7,100.5,84.3,
5/18/1973,77.1,91.5,84.3,
5/19/1973,64.5,93.3,82.5,
5/20/1973,69.9,96.9,82.5,
5/21/1973,75.3,98.7,86.1,
5/22/1973,75.3,104.1,88.8,
5/23/1973,77.1,96.9,88.5,
5/24/1973,75.3,93.3,83.7,
5/25/1973,82.5,100.5,91.5,
5/26/1973,77.1,104.1,88.8,
5/27/1973,78.9,109.5,97.3,
5/28/1973,80.7,87.9,84.3,
5/29/1973,82.5,91.5,86.1,
5/30/1973,80.7,109.5,90.1,
5/31/1973,77.1,95.1,87.6,
6/1/1973,78.9,95.1,87.4,
6/2/1973,77.1,105.9,90.6,
6/3/1973,82.5,95.1,87.4,
6/4/1973,86.1,104.1,94.2,
6/5/1973,73.5,91.5,83.2,
6/6/1973,73.5,89.7,80.7,
6/7/1973,77.1,100.5,93.5,
6/8/1973,77.1,105.9,90.9,
6/9/1973,82.5,93.3,87.9,
6/10/1973,80.7,98.7,89.7,
6/11/1973,75.3,89.7,81.3,
6/12/1973,80.7,93.3,88.5,
6/13/1973,78.9,107.7,93.7,
6/14/1973,77.1,102.3,89.9,
6/15/1973,75.3,100.5,84.9,
6/16/1973,89.7,96.9,92.1,
6/17/1973,75.3,102.3,91.2,
6/18/1973,77.1,102.3,92.8,
6/19/1973,73.5,95.1,83.8,
6/20/1973,86.1,98.7,90.9,
6/21/1973,71.7,86.1,78.9,
6/22/1973,71.7,96.9,87.9,
6/23/1973,71.7,98.7,85.3,
6/24/1973,71.7,77.1,74.4,
6/25/1973,73.5,93.3,83.4,
6/26/1973,80.7,95.1,89.1,
6/27/1973,77.1,95.1,86.1,
6/28/1973,80.7,104.1,96,
6/29/1973,84.3,84.3,84.3,
6/30/1973,82.5,109.5,93.7,
7/1/1973,95.1,105.9,98.7,
7/2/1973,78.9,104.1,92.7,
7/3/1973,93.3,104.1,99.9,
7/4/1973,91.5,104.1,98.7,
7/5/1973,75.3,100.5,89.1,
7/6/1973,77.1,104.1,93.7,
7/7/1973,78.9,102.3,91.8,
7/8/1973,77.1,95.1,83.7,
7/9/1973,77.1,107.7,94.1,
7/10/1973,82.5,104.1,96.1,
7/11/1973,82.5,98.7,92.6,
7/12/1973,84.3,104.1,94.5,
7/13/1973,82.5,104.1,95.1,
7/14/1973,78.9,104.1,97.2,
7/15/1973,80.7,100.5,92.4,
7/16/1973,78.9,105.9,95.4,
7/17/1973,84.3,102.3,94.7,
7/18/1973,78.9,104.1,94.5,
7/19/1973,77.1,105.9,96.3,
7/20/1973,80.7,107.7,94.8,
7/21/1973,86.1,109.5,97.3,
7/22/1973,80.7,107.7,96,
7/23/1973,84.3,105.9,96.5,
7/24/1973,82.5,109.5,92.5,
7/25/1973,87.9,104.1,95.1,
7/26/1973,78.9,109.5,97.5,
7/27/1973,77.1,107.7,90.4,
7/28/1973,80.7,109.5,94,
7/29/1973,100.5,111.3,106.8,
7/30/1973,96.9,105.9,102.9,
7/31/1973,87.9,111.3,101.2,
8/1/1973,80.7,109.5,98.9,
8/2/1973,80.7,107.7,99.8,
8/3/1973,84.3,107.7,100.2,
8/4/1973,80.7,109.5,90.1,
8/5/1973,86.1,107.7,99.2,
8/6/1973,86.1,109.5,98.7,
8/7/1973,80.7,111.3,98.1,
8/8/1973,87.9,113.1,103.5,
8/9/1973,91.5,102.3,97.3,
8/10/1973,87.9,113.1,102.7,
8/11/1973,91.5,109.5,100,
8/12/1973,89.7,113.1,102.1,
8/13/1973,96.9,113.1,105,
8/14/1973,82.5,113.1,96.9,
8/15/1973,91.5,105.9,99.4,
8/16/1973,95.1,105.9,98.2,
8/17/1973,93.3,109.5,101.2,
8/18/1973,95.1,109.5,104.1,
8/19/1973,78.9,109.5,97.2,
8/20/1973,78.9,109.5,100.5,
8/21/1973,78.9,96.9,87.3,
8/22/1973,82.5,107.7,95.1,
8/23/1973,80.7,109.5,94.5,
8/24/1973,89.7,111.3,101.6,
8/25/1973,84.3,111.3,99.8,
8/26/1973,82.5,107.7,95.9,
8/27/1973,82.5,107.7,97.1,
8/28/1973,96.9,107.7,103.6,
8/29/1973,98.7,109.5,105.9,
8/30/1973,86.1,105.9,97.3,
8/31/1973,77.1,107.7,94.8,
9/1/1973,73.5,107.7,95.7,
9/2/1973,75.3,104.1,94.4,
9/3/1973,91.5,109.5,101.7,
9/4/1973,77.1,109.5,93.3,
9/5/1973,80.7,105.9,96.4,
9/6/1973,91.5,105.9,99.9,
9/7/1973,73.5,107.7,96.5,
9/8/1973,71.7,107.7,91.8,
9/9/1973,93.3,109.5,101.8,
9/10/1973,75.3,107.7,94,
9/11/1973,107.7,107.7,107.7,
9/12/1973,80.7,107.7,95.7,
9/13/1973,91.5,102.3,95.1,
9/14/1973,73.5,105.9,94.8,
9/15/1973,75.3,105.9,93.3,
9/16/1973,77.1,104.1,93,
9/17/1973,73.5,104.1,87.9,
9/18/1973,89.7,104.1,98.9,
9/19/1973,77.1,105.9,96.4,
9/20/1973,86.1,104.1,95.5,
9/21/1973,77.1,102.3,90.7,
9/22/1973,78.9,104.1,92.2,
9/23/1973,73.5,100.5,88.5,
9/24/1973,82.5,98.7,91.8,
9/25/1973,78.9,104.1,92.5,
9/26/1973,80.7,104.1,91.1,
9/27/1973,89.7,104.1,96.4,
9/28/1973,82.5,102.3,93.3,
9/29/1973,75.3,102.3,90.7,
9/30/1973,73.5,104.1,91.8,
10/1/1973,75.3,100.5,87,
10/2/1973,69.9,98.7,86.3,
10/3/1973,73.5,98.7,89,
10/4/1973,69.9,96.9,85.3,
10/5/1973,71.7,95.1,84.5,
10/6/1973,73.5,93.3,83.8,
10/7/1973,62.7,95.1,79.5,
10/8/1973,64.5,95.1,81.1,
10/9/1973,78.9,98.7,89.2,
10/10/1973,62.7,98.7,81.3,
10/11/1973,82.5,98.7,90.6,
10/12/1973,82.5,98.7,87.9,
10/13/1973,68.1,95.1,81.1,
10/14/1973,64.5,96.9,82.1,
10/15/1973,66.3,95.1,84,
10/16/1973,68.1,95.1,84.9,
10/17/1973,64.5,95.1,83.9,
10/18/1973,66.3,89.7,79.2,
10/19/1973,59.1,91.5,74.3,
10/20/1973,62.7,91.5,78.5,
10/21/1973,66.3,95.1,81.9,
10/22/1973,68.1,89.7,78.9,
10/23/1973,77.1,89.7,82.9,
10/24/1973,75.3,89.7,81.1,
10/25/1973,59.1,91.5,75.9,
10/26/1973,71.7,91.5,82,
10/27/1973,57.3,87.9,74.1,
10/28/1973,62.7,87.9,76.8,
10/29/1973,62.7,93.3,78.9,
10/30/1973,59.1,93.3,76.8,
10/31/1973,64.5,89.7,74.2,
11/1/1973,60.9,87.9,72.4,
11/2/1973,62.7,87.9,74.4,
11/3/1973,62.7,89.7,78,
11/4/1973,57.3,91.5,73.3,
11/5/1973,57.3,82.5,70.3,
11/6/1973,57.3,68.1,62.3,
11/7/1973,50.1,69.9,57.6,
11/8/1973,48.3,68.1,61.3,
11/9/1973,50.1,64.5,58.5,
11/10/1973,48.3,78.9,67,
11/11/1973,51.9,80.7,69.9,
11/12/1973,51.9,78.9,65.7,
11/13/1973,55.5,80.7,69.5,
11/14/1973,57.3,84.3,73.5,
11/15/1973,55.5,82.5,69.6,
11/16/1973,66.3,86.1,75.3,
11/17/1973,53.7,86.1,72.1,
11/18/1973,64.5,89.7,76.2,
11/19/1973,55.5,71.7,64.7,
11/20/1973,55.5,73.5,66,
11/21/1973,51.9,77.3,66.9,
11/22/1973,59.1,82.5,71.7,
11/23/1973,53.7,80.7,69.3,
11/24/1973,57.3,73.5,67.4,
11/25/1973,55.5,64.5,60.3,
11/26/1973,46.5,64.5,56.1,
11/27/1973,46.5,68.1,56.1,
11/28/1973,48.3,66.3,57.7,
11/29/1973,48.3,74.4,64.3,
11/30/1973,46.5,77.1,62.4,
12/1/1973,60.9,84.3,72.6,
12/2/1973,53.7,80.7,68.8,
12/3/1973,64.5,86.1,78.9,
12/4/1973,50.1,84.3,68.7,
12/5/1973,57.3,78.9,67.4,
12/6/1973,53.7,77.1,66.3,
12/7/1973,57.3,80.7,69.3,
12/8/1973,75.3,86.1,80.7,
12/9/1973,55.5,78.9,70.3,
12/10/1973,55.5,66.3,62.1,
12/11/1973,46.5,66.3,57,
12/12/1973,53.7,68.1,60.9,
12/13/1973,44.7,69.9,59.4,
12/14/1973,64.5,73.5,68.7,
12/15/1973,66.3,71.7,69,
12/16/1973,55.5,77.1,65.8,
12/17/1973,75.3,78.9,77.1,
12/18/1973,57.3,75.3,68.1,
12/19/1973,46.5,60.9,53.3,
12/20/1973,42.9,64.5,53.4,
12/21/1973,42.9,68.1,55.5,
12/22/1973,50.1,62.7,57.3,
12/23/1973,50.1,59.1,54.6,
12/24/1973,51.9,60.9,56.2,
12/25/1973,51.9,64.5,56.9,
12/26/1973,53.7,55.5,55.2,
12/27/1973,53.7,60.9,56.7,
12/28/1973,48.3,55.5,51,
12/29/1973,44.7,55.5,50.5,
12/30/1973,44.7,62.7,55,
12/31/1973,46.5,64.5,56.7,
1/1/1974,57.3,71.7,63.3,
1/2/1974,57.3,60.9,59.1,
1/3/1974,50.1,57.3,54.9,
1/4/1974,44.7,62.7,53.9,
1/5/1974,44.7,68.1,57.8,
1/6/1974,57.3,75.3,66.9,
1/7/1974,55.5,78.9,67.2,
1/8/1974,53.7,59.1,56,
1/9/1974,53.7,75.3,63,
1/10/1974,48.3,68.1,55.2,
1/11/1974,42.9,64.5,54.7,
1/12/1974,46.5,66.3,56.1,
1/13/1974,53.7,68.1,60.6,
1/14/1974,57.3,69.9,63.4,
1/15/1974,59.1,73.5,67.6,
1/16/1974,51.9,60.9,56.1,
1/17/1974,51.9,64.5,58.2,
1/18/1974,48.3,59.1,55,
1/19/1974,39.3,59.1,47.3,
1/20/1974,46.5,66.3,56.4,
1/21/1974,55.5,69.9,61.6,
1/22/1974,55.5,73.5,66.6,
1/23/1974,46.5,69.9,59.7,
1/24/1974,51.9,62.7,57.3,
1/25/1974,44.7,60.9,53.2,
1/26/1974,35.7,60.9,51.2,
1/27/1974,44.7,73.5,58.5,
1/28/1974,50.1,60.9,55,
1/29/1974,46.5,55.5,51.3,
1/30/1974,44.7,68.1,58.7,
1/31/1974,44.7,57.3,50.4,
2/1/1974,46.5,62.7,55.5,
2/2/1974,44.7,59.1,53.2,
2/3/1974,44.7,53.7,50.1,
2/4/1974,41.1,55.5,47.1,
2/5/1974,42.9,60.9,50.8,
2/6/1974,44.7,66.3,56.6,
2/7/1974,48.3,66.3,57.6,
2/8/1974,55.5,80.7,69.9,
2/9/1974,51.9,64.5,58.1,
2/10/1974,42.9,75.3,61.2,
2/11/1974,55.5,75.3,64.5,
2/12/1974,55.5,66.3,60.5,
2/13/1974,48.3,69.9,59.1,
2/14/1974,53.7,69.9,59.7,
2/15/1974,48.3,75.3,62.3,
2/16/1974,55.5,69.9,62.7,
2/17/1974,57.3,86.1,71.4,
2/18/1974,64.5,69.9,67.2,
2/19/1974,53.7,66.3,60.3,
2/20/1974,51.9,68.1,61.8,
2/21/1974,42.9,71.7,57,
2/22/1974,57.3,77.1,68.5,
2/23/1974,57.3,82.5,72.4,
2/24/1974,57.3,78.9,71.1,
2/25/1974,55.5,80.7,65.7,
2/26/1974,64.5,91.5,79.4,
2/27/1974,59.1,82.5,71,
2/28/1974,37.5,86.1,70.9,
3/1/1974,59.1,71.7,67.2,
3/2/1974,71.7,78.9,75.9,
3/3/1974,57.3,77.1,68.4,
3/4/1974,55.5,66.3,62.7,
3/5/1974,53.7,59.1,56.9,
3/6/1974,53.7,59.1,56.1,
3/7/1974,53.7,59.1,56.6,
3/8/1974,59.1,77.1,66.9,
3/9/1974,50.1,73.5,59.5,
3/10/1974,60.9,64.5,62.7,
3/11/1974,57.3,75.3,65,
3/12/1974,60.9,78.9,70.8,
3/13/1974,60.9,84.3,73.5,
3/14/1974,62.7,80.7,71.4,
3/15/1974,60.9,86.1,73.5,
3/16/1974,60.9,82.5,72.6,
3/17/1974,68.1,89.7,77.1,
3/18/1974,66.3,78.9,72.4,
3/19/1974,68.1,89.7,80.3,
3/20/1974,68.1,84.3,75.3,
3/21/1974,60.9,80.7,69.9,
3/22/1974,62.7,82.5,71.7,
3/23/1974,60.9,77.1,68.4,
3/24/1974,68.1,77.1,72.6,
3/25/1974,59.1,77.1,71.7,
3/26/1974,64.5,80.7,71,
3/27/1974,60.9,68.1,63.9,
3/28/1974,62.7,69.9,65.9,
3/29/1974,62.7,80.7,71.7,
3/30/1974,64.5,87.9,75.6,
3/31/1974,75.3,82.5,78.9,
4/1/1974,57.3,77.1,66.9,
4/2/1974,68.1,77.1,72.1,
4/3/1974,75.3,87.9,81.9,
4/4/1974,71.7,84.3,76.2,
4/5/1974,84.3,107.7,96,
4/6/1974,75.3,84.3,80.7,
4/7/1974,78.9,84.3,81.6,
4/8/1974,75.3,84.3,79.8,
4/9/1974,68.1,89.3,78.5,
4/10/1974,77.1,87.9,84.3,
4/11/1974,66.3,75.3,72,
4/12/1974,,,,
4/13/1974,59.1,84.3,70.9,
4/14/1974,66.3,95.1,80,
4/15/1974,75.3,98.7,88.1,
4/16/1974,75.3,93.3,83.6,
4/17/1974,69.9,98.7,85.7,
4/18/1974,84.3,98.7,93.3,
4/19/1974,68.1,102.3,90,
4/20/1974,77.1,104.1,91.2,
4/21/1974,80.7,93.3,86.5,
4/22/1974,87.9,102.3,94.2,
4/23/1974,86.1,105.9,94.7,
4/24/1974,95.1,104.1,99.1,
4/25/1974,73.5,91.5,81.3,
4/26/1974,75.3,93.3,86.1,
4/27/1974,75.3,104.1,92.1,
4/28/1974,75.3,91.5,82.8,
4/29/1974,73.5,93.3,84.6,
4/30/1974,71.7,87.9,79.4,
5/1/1974,69.9,91.5,81.6,
5/2/1974,75.3,98.7,86.4,
5/3/1974,78.9,104.1,92.5,
5/4/1974,82.5,102.3,93.3,
5/5/1974,82.5,96.9,88.3,
5/6/1974,66.3,87.9,78.6,
5/7/1974,70.4,86.1,79,
5/8/1974,71.7,87.9,80.4,
5/9/1974,68.1,84.3,75.3,
5/10/1974,62.7,91.5,77.3,
5/11/1974,71.7,96.9,85.5,
5/12/1974,69.9,98.7,86.3,
5/13/1974,75.3,100.5,89.2,
5/14/1974,73.5,100.5,88.1,
5/15/1974,77.1,100.5,89.7,
5/16/1974,69.9,104.1,90.4,
5/17/1974,87.9,104.1,99.1,
5/18/1974,77.1,102.3,91.8,
5/19/1974,89.7,100.5,95.1,
5/20/1974,75.3,102.3,86.1,
5/21/1974,86.1,104.1,96.6,
5/22/1974,78.9,102.3,93.5,
5/23/1974,86.1,102.3,95.4,
5/24/1974,80.7,104.1,91.5,
5/25/1974,80.7,100.5,90.8,
5/26/1974,77.1,98.7,89.2,
5/27/1974,93.3,98.7,96.3,
5/28/1974,82.5,102.3,93.3,
5/29/1974,78.9,102.3,94.8,
5/30/1974,80.7,105.9,94.6,
5/31/1974,75.3,104.1,90.8,
6/1/1974,87.9,107.7,97.2,
6/2/1974,89.7,102.3,95.4,
6/3/1974,73.5,98.7,87.6,
6/4/1974,75.3,107.7,90.3,
6/5/1974,73.5,104.1,95.1,
6/6/1974,91.5,109.5,102.3,
6/7/1974,77.1,105.9,92.8,
6/8/1974,82.5,105.9,96.4,
6/9/1974,80.7,104.1,94.2,
6/10/1974,84.3,105.9,96,
6/11/1974,82.5,104.1,94.7,
6/12/1974,80.7,105.9,95.5,
6/13/1974,82.5,104.1,96.5,
6/14/1974,77.1,105.9,93.9,
6/15/1974,95.1,104.1,100.5,
6/16/1974,93.3,105.9,100.1,
6/17/1974,84.3,105.9,96.5,
6/18/1974,93.3,104.1,98.7,
6/19/1974,80.7,102.3,92.2,
6/20/1974,95.1,105.9,100.8,
6/21/1974,95.1,107.7,103.6,
6/22/1974,82.5,111.3,99.4,
6/23/1974,98.7,107.7,105,
6/24/1974,84.3,107.7,99.1,
6/25/1974,84.3,107.7,100,
6/26/1974,84.3,113.1,100.5,
6/27/1974,86.1,107.7,96.5,
6/28/1974,91.5,109.5,100.5,
6/29/1974,86.1,107.7,96.4,
6/30/1974,86.1,107.7,99,
7/1/1974,82.5,109.5,99.6,
7/2/1974,80.7,111.3,99.3,
7/3/1974,93.3,109.5,101.6,
7/4/1974,78.9,105.9,93.3,
7/5/1974,78.9,104.1,91.8,
7/6/1974,82.5,98.7,90.6,
7/7/1974,78.9,100.5,92.4,
7/8/1974,77.1,100.5,88.8,
7/9/1974,82.5,104.1,97.2,
7/10/1974,104.1,104.1,104.1,
7/11/1974,96.9,105.9,102.3,
7/12/1974,78.9,105.9,92.8,
7/13/1974,77.1,104.1,92,
7/14/1974,78.9,105.9,96.9,
7/15/1974,77.1,105.9,100.1,
7/16/1974,86.1,109.5,98.7,
7/17/1974,96.9,107.7,104.1,
7/18/1974,93.3,111.3,101.3,
7/19/1974,82.5,109.5,94.2,
7/20/1974,84.3,105.9,93.3,
7/21/1974,80.7,104.1,95.5,
7/22/1974,78.9,105.9,96.5,
7/23/1974,91.5,107.7,101.2,
7/24/1974,93.3,105.9,101.1,
7/25/1974,77.1,104.1,94.5,
7/26/1974,80.7,105.9,96.2,
7/27/1974,82.5,109.5,98.7,
7/28/1974,84.3,111.3,101.1,
7/29/1974,84.3,109.5,98.4,
7/30/1974,96.9,109.5,103.6,
7/31/1974,87.9,109.5,97.3,
8/1/1974,78.9,113.1,94.4,
8/2/1974,78.9,113.1,98.5,
8/3/1974,84.3,111.3,100.8,
8/4/1974,82.5,109.5,100.8,
8/5/1974,,,,
8/6/1974,82.5,109.5,94.6,
8/7/1974,100.5,113.1,107,
8/8/1974,84.3,114.9,103.4,
8/9/1974,91.5,109.5,100.2,
8/10/1974,84.3,111.3,102.9,
8/11/1974,95.1,109.5,102.3,
8/12/1974,93.3,107.7,101.1,
8/13/1974,91.5,105.9,98.7,
8/14/1974,95.1,105.9,101.1,
8/15/1974,80.7,105.9,95.1,
8/16/1974,86.1,104.1,95.4,
8/17/1974,77.1,102.3,92.2,
8/18/1974,75.3,104.1,92.2,
8/19/1974,91.5,104.1,98.7,
8/20/1974,78.9,104.1,93.6,
8/21/1974,87.9,104.1,95.4,
8/22/1974,78.9,105.9,93.3,
8/23/1974,95.1,107.7,101.6,
8/24/1974,89.7,109.5,101.2,
8/25/1974,87.9,109.5,101.5,
8/26/1974,89.7,105.9,97.8,
8/27/1974,93.3,107.7,101.1,
8/28/1974,93.3,109.5,101.4,
8/29/1974,93.3,105.9,101.4,
8/30/1974,78.9,100.5,94.7,
8/31/1974,77.1,100.5,92.4,
9/1/1974,75.3,104.1,94.6,
9/2/1974,87.9,102.3,96,
9/3/1974,80.7,100.5,93.3,
9/4/1974,87.9,100.5,95.1,
9/5/1974,78.9,96.9,90.9,
9/6/1974,75.3,105.9,91.2,
9/7/1974,80.7,102.3,95.1,
9/8/1974,77.1,105.9,95.4,
9/9/1974,93.3,102.3,95.5,
9/10/1974,91.5,105.9,98.1,
9/11/1974,82.5,104.1,95.8,
9/12/1974,77.1,107.7,97.6,
9/13/1974,77.1,105.9,93.6,
9/14/1974,91.5,105.9,99.8,
9/15/1974,75.3,104.1,90.2,
9/16/1974,80.7,105.9,94.1,
9/17/1974,84.3,91.5,87.9,
9/18/1974,86.1,104.1,94.2,
9/19/1974,75.3,104.1,92.8,
9/20/1974,86.1,107.7,96.9,
9/21/1974,80.7,107.7,93,
9/22/1974,82.5,107.7,92.7,
9/23/1974,75.3,105.9,96.9,
9/24/1974,73.5,102.3,92.9,
9/25/1974,87.9,100.5,94.4,
9/26/1974,80.7,105.9,93.9,
9/27/1974,84.3,100.5,91.5,
9/28/1974,71.7,96.9,89.2,
9/29/1974,84.3,96.9,91.2,
9/30/1974,75.3,95.1,87.6,
10/1/1974,86.1,96.9,90.6,
10/2/1974,68.1,96.9,83.1,
10/3/1974,86.1,96.9,92.1,
10/4/1974,78.9,95.1,90.6,
10/5/1974,77.1,96.9,87.2,
10/6/1974,77.1,95.1,86.1,
10/7/1974,80.7,95.1,87.6,
10/8/1974,75.3,96.9,86.1,
10/9/1974,71.7,95.1,86.4,
10/10/1974,73.5,95.1,87.4,
10/11/1974,80.7,96.9,90.1,
10/12/1974,77.1,96.9,85.1,
10/13/1974,75.3,96.9,87.6,
10/14/1974,82.5,96.9,92.4,
10/15/1974,75.3,98.7,83.4,
10/16/1974,69.9,93.3,83.7,
10/17/1974,66.3,91.5,80.4,
10/18/1974,68.1,89.7,81.8,
10/19/1974,73.5,86.1,81.9,
10/20/1974,75.3,84.3,79.3,
10/21/1974,62.7,86.1,74.2,
10/22/1974,60.9,86.1,77.4,
10/23/1974,53.7,84.3,72.3,
10/24/1974,59.1,87.9,77.8,
10/25/1974,59.1,87.9,75,
10/26/1974,71.7,87.9,82,
10/27/1974,60.9,89.7,82.5,
10/28/1974,59.1,91.5,79.3,
10/29/1974,62.7,89.7,74,
10/30/1974,60.9,91.5,78.9,
10/31/1974,78.9,89.7,83.4,
11/1/1974,60.9,91.5,80.1,
11/2/1974,66.3,93.3,82.9,
11/3/1974,77.1,91.5,84.9,
11/4/1974,75.3,93.3,85.6,
11/5/1974,62.7,91.5,76.9,
11/6/1974,60.9,86.1,74.1,
11/7/1974,62.7,87.9,78.9,
11/8/1974,66.3,82.5,74.4,
11/9/1974,68.1,84.3,75.7,
11/10/1974,55.5,86.1,74.2,
11/11/1974,62.7,82.5,73,
11/12/1974,53.7,75.3,62.7,
11/13/1974,53.7,86.1,72.8,
11/14/1974,77.1,86.1,82.5,
11/15/1974,53.7,84.3,72.2,
11/16/1974,57.3,80.7,67.6,
11/17/1974,57.3,80.7,71.1,
11/18/1974,75.3,80.7,78,
11/19/1974,68.1,86.1,79.5,
11/20/1974,62.7,82.5,75.6,
11/21/1974,57.3,84.3,72.3,
11/22/1974,66.3,78.9,74.1,
11/23/1974,53.7,82.5,70.8,
11/24/1974,57.3,78.9,67.6,
11/25/1974,64.5,75.3,72.8,
11/26/1974,55.5,75.3,66.8,
11/27/1974,57.3,73.5,67.4,
11/28/1974,59.1,75.3,70.6,
11/29/1974,64.5,82.5,75.3,
11/30/1974,69.9,75.3,72.6,
12/1/1974,60.9,73.5,69.3,
12/2/1974,60.9,69.9,66.3,
12/3/1974,53.7,73.5,64,
12/4/1974,68.1,73.5,70.8,
12/5/1974,60.9,68.1,64.5,
12/6/1974,,,,
12/7/1974,62.7,62.7,62.7,
12/8/1974,64.5,68.1,66.3,
12/9/1974,62.7,75.3,69,
12/10/1974,59.1,69.9,64.5,
12/11/1974,60.9,68.1,64.5,
12/12/1974,60.9,77.1,69.9,
12/13/1974,60.9,66.3,63.6,
12/14/1974,53.7,64.5,61.3,
12/15/1974,53.7,66.3,60.9,
12/16/1974,53.7,64.5,60.3,
12/17/1974,53.7,71.7,60.9,
12/18/1974,55.5,75.3,65.6,
12/19/1974,60.9,64.5,62.2,
12/20/1974,55.5,60.9,57.6,
12/21/1974,55.5,68.1,62.7,
12/22/1974,60.9,73.5,69.2,
12/23/1974,55.5,62.7,58.6,
12/24/1974,50.1,60.9,56.1,
12/25/1974,53.7,66.3,61.3,
12/26/1974,42.9,50.1,48.3,
12/27/1974,35.7,50.1,44,
12/28/1974,44.7,51.9,49.5,
12/29/1974,48.3,59.1,53.1,
12/30/1974,50.1,62.7,54.6,
12/31/1974,46.5,66.3,54.9,
1/1/1975,57.3,75.3,66.3,
1/2/1975,60.9,77.1,70.5,
1/3/1975,75.3,78.9,77.1,
1/4/1975,51.9,77.1,64.1,
1/5/1975,53.7,66.3,59.8,
1/6/1975,59.1,66.3,62.7,
1/7/1975,55.5,66.3,61.5,
1/8/1975,55.5,64.5,59.1,
1/9/1975,48.3,77.1,64.5,
1/10/1975,57.3,73.5,65.4,
1/11/1975,53.7,80.7,63.8,
