Date,Minimum,Maximum,Temperature,Average
11/8/1981,59.1,84.3,71.7,
11/9/1981,62.7,89.7,76.2,
11/10/1981,66.3,89.7,77.3,
11/11/1981,46.5,84.3,71.2,
11/12/1981,60.9,91.5,77,
11/13/1981,60.9,91.5,76.9,
11/14/1981,59.1,80.7,70,
11/15/1981,57.3,80.7,68.5,
11/16/1981,57.3,86.1,71.2,
11/17/1981,57.3,84.3,72.1,
11/18/1981,59.1,87.9,71.9,
11/19/1981,57.3,86.1,73.1,
11/20/1981,59.1,87.9,72.4,
11/21/1981,59.1,86.1,73.6,
11/22/1981,57.3,78.9,67.8,
11/23/1981,50.1,68.1,58.9,
11/24/1981,48.3,68.1,58,
11/25/1981,48.3,71.7,59.8,
11/26/1981,51.9,75.3,64.5,
11/27/1981,57.3,77.1,66.6,
11/28/1981,59.1,78.9,69.1,
11/29/1981,59.1,84.3,70.8,
11/30/1981,53.7,71.7,63.3,
12/1/1981,53.7,71.7,63,
12/2/1981,51.9,78.9,65.1,
12/3/1981,53.7,84.3,67.5,
12/4/1981,53.7,80.7,67.7,
12/5/1981,53.7,82.5,68.4,
12/6/1981,55.5,82.5,67.8,
12/7/1981,55.5,84.3,69.9,
12/8/1981,51.9,73.5,63.5,
12/9/1981,51.9,75.3,63,
12/10/1981,51.9,78.9,67,
12/11/1981,50.1,77.1,62.8,
12/12/1981,46.5,73.5,61,
12/13/1981,48.3,77.1,62.6,
12/14/1981,51.9,80.7,67,
12/15/1981,55.5,77.1,66.8,
12/16/1981,53.7,77.1,65.2,
12/17/1981,55.5,77.1,68,
12/18/1981,53.7,80.7,65.9,
12/19/1981,51.9,75.3,63.3,
12/20/1981,55.5,75.3,66.5,
12/21/1981,51.9,77.1,66.2,
12/22/1981,53.7,77.1,67.9,
12/23/1981,53.7,75.3,64.6,
12/24/1981,55.5,77.1,66.7,
12/25/1981,55.5,80.7,67.7,
12/26/1981,57.3,73.5,65.1,
12/27/1981,51.9,71.7,61.5,
12/28/1981,53.7,82.5,67.9,
12/29/1981,57.3,80.7,68.8,
12/30/1981,57.3,69.9,62.9,
12/31/1981,48.3,68.1,59.4,
1/1/1982,46.5,69.9,59.3,
1/2/1982,46.5,64.5,55.4,
1/3/1982,41.1,66.3,52.6,
1/4/1982,44.7,69.9,57.6,
1/5/1982,51.9,70.4,61.3,
1/6/1982,53.7,75.3,64.7,
1/7/1982,47,66.3,56.7,
1/8/1982,44.7,68.1,55.9,
1/9/1982,48.3,77.1,64.8,
1/10/1982,51.9,78.9,63.9,
1/11/1982,53.7,68.1,61,
1/12/1982,51.9,60.9,55.5,
1/13/1982,50.1,62.7,55.9,
1/14/1982,44.7,64.5,56.7,
1/15/1982,48.3,69.5,58.7,
1/16/1982,51.9,68.1,59.5,
1/17/1982,41.1,55.5,48.5,
1/18/1982,35.7,59.6,48.4,
1/19/1982,44.7,64.5,53.3,
1/20/1982,41.1,62.7,52.8,
1/21/1982,39.3,64.5,51.9,
1/22/1982,46.5,73.5,58.8,
1/23/1982,51.9,78.9,64.6,
1/24/1982,53.7,78.9,65,
1/25/1982,53.7,82.5,67.3,
1/26/1982,59.1,84.3,70.6,
1/27/1982,55.5,80.7,67.7,
1/28/1982,62.7,87.9,74.1,
1/29/1982,53.7,73.5,63,
1/30/1982,46.5,68.1,57.4,
1/31/1982,53.7,79.4,64.7,
2/1/1982,53.7,71.7,63.5,
2/2/1982,44.7,69,56.7,
2/3/1982,51.2,77.1,62.4,
2/4/1982,55.5,78.9,66.1,
2/5/1982,48.3,66.3,57,
2/6/1982,39.3,57.3,48.6,
2/7/1982,44.7,55.5,48.3,
2/8/1982,44.7,51.9,49.4,
2/9/1982,44.7,59.1,50.4,
2/10/1982,37.5,55.5,47.9,
2/11/1982,41.1,59.1,50.3,
2/12/1982,48.3,62.7,54.3,
2/13/1982,50.1,69.9,59.9,
2/14/1982,46.5,63.8,55.3,
2/15/1982,44.7,64.5,55.1,
2/16/1982,49.7,71.7,59.9,
2/17/1982,47.4,64.5,56.2,
2/18/1982,44.7,62.7,54,
2/19/1982,44.7,62.7,53.8,
2/20/1982,50.1,62.7,55.5,
2/21/1982,50.1,73.5,63.3,
2/22/1982,48.3,62.7,54.8,
2/23/1982,50.1,68.1,57.3,
2/24/1982,55.5,78.9,65.3,
2/25/1982,48.3,69.9,58.4,
2/26/1982,48.3,69.9,58.7,
2/27/1982,51.9,73.5,61.7,
2/28/1982,55.5,77.1,66,
3/1/1982,57.3,78.9,66.8,
3/2/1982,62.7,84.3,71.7,
3/3/1982,60.9,68.1,65,
3/4/1982,53.7,66.3,61.1,
3/5/1982,57.3,68.1,61.4,
3/6/1982,55.5,75.3,63.7,
3/7/1982,51.9,71.3,61.6,
3/8/1982,50.1,74.6,62.6,
3/9/1982,57.3,82.5,68.7,
3/10/1982,60.9,87.9,74.5,
3/11/1982,60.9,86.1,73,
3/12/1982,51.9,68.1,60.7,
3/13/1982,50.1,62.7,56.2,
3/14/1982,55.5,80.7,67.2,
3/15/1982,50.1,71.7,60.3,
3/16/1982,55.5,78.9,66.3,
3/17/1982,57.3,84.8,70,
3/18/1982,62.7,90.8,74.8,
3/19/1982,59.1,77.1,67,
3/20/1982,55.5,77.1,66.2,
3/21/1982,55.5,78.9,67.4,
3/22/1982,62.7,89.7,75.8,
3/23/1982,66.3,93.3,78.7,
3/24/1982,68.1,86.1,76.9,
3/25/1982,71.7,89.7,79.8,
3/26/1982,62.7,69.9,68.2,
3/27/1982,60.9,78.9,68.5,
3/28/1982,53.7,69.9,61.3,
3/29/1982,48.3,68.1,58,
3/30/1982,50.1,68.1,59.9,
3/31/1982,55.5,69.9,61.8,
4/1/1982,55.5,75.3,63.9,
4/2/1982,55.5,82.5,70.5,
4/3/1982,60.9,87.2,75.5,
4/4/1982,62.7,91.5,77.9,
4/5/1982,69.9,93.3,81.9,
4/6/1982,64.5,89.7,77.6,
4/7/1982,68.1,84.3,75.9,
4/8/1982,71.7,93.3,80,
4/9/1982,66.3,85.7,75.1,
4/10/1982,68.1,84.3,75.7,
4/11/1982,68.1,80.7,74.4,
4/12/1982,68.1,84.3,74.1,
4/13/1982,68.1,84.3,75.7,
4/14/1982,68.1,87.9,77,
4/15/1982,69.9,93.8,81.7,
4/16/1982,64.5,86.1,74,
4/17/1982,62.7,82.5,71,
4/18/1982,64.5,84.3,74.8,
4/19/1982,66.3,91.5,79.2,
4/20/1982,69.9,95.3,84.1,
4/21/1982,73.5,95.1,84.4,
4/22/1982,69.9,95.1,83.2,
4/23/1982,71.9,98.7,85.6,
4/24/1982,77.1,102.3,89.7,
4/25/1982,80.7,104.1,90.5,
4/26/1982,78.9,102.3,91.1,
4/27/1982,68.1,82.5,78.2,
4/28/1982,66.3,89.7,74.7,
4/29/1982,62.7,89.7,76.8,
4/30/1982,67.7,94.4,81.8,
5/1/1982,72.8,99.2,85.3,
5/2/1982,64.5,102.3,88.5,
5/3/1982,78.9,100.5,88.2,
5/4/1982,77.1,101,88.7,
5/5/1982,78.9,100.7,89.1,
5/6/1982,71.7,98.7,85.1,
5/7/1982,75.3,98.7,87.5,
5/8/1982,73.5,91.5,81.2,
5/9/1982,71.7,91.5,80.7,
5/10/1982,66.3,84.3,74.6,
5/11/1982,64.5,82.5,72.2,
5/12/1982,71.7,93.3,81.8,
5/13/1982,73.5,98.7,85.4,
5/14/1982,68.1,100.5,88.1,
5/15/1982,77.1,104.1,91.3,
5/16/1982,78.9,100.5,90.6,
5/17/1982,77.1,101.9,90,
5/18/1982,80.7,105.9,93.6,
5/19/1982,82.5,105.9,96.3,
5/20/1982,82.5,107.7,95.6,
5/21/1982,82.5,105.9,92.7,
5/22/1982,82.5,104.1,93.9,
5/23/1982,84.3,106.4,95.2,
5/24/1982,82.5,104.1,95.2,
5/25/1982,78.9,98.7,90.1,
5/26/1982,79.8,102.3,91.1,
5/27/1982,80.7,105.9,93.1,
5/28/1982,79.1,106.8,94.1,
5/29/1982,82.5,107.7,95.2,
5/30/1982,84.3,107.7,96.8,
5/31/1982,84.3,108.2,97.6,
6/1/1982,84.3,107.7,97,
6/2/1982,82.5,107.7,96.2,
6/3/1982,84.3,109.5,96.7,
6/4/1982,86.1,111.3,99.3,
6/5/1982,87.9,111.3,99.6,
6/6/1982,86.1,111.3,99.8,
6/7/1982,86.1,111.3,100.2,
6/8/1982,84.3,109.5,98.5,
6/9/1982,86.1,109.5,98.2,
6/10/1982,85.4,111.5,98.5,
6/11/1982,84.3,111.5,98.1,
6/12/1982,84.3,105.9,94.9,
6/13/1982,78.9,104.6,91.5,
6/14/1982,77.1,107.7,92,
6/15/1982,78.9,107.7,92.3,
6/16/1982,78.9,105.9,92.8,
6/17/1982,78.9,104.1,93,
6/18/1982,80,104.6,91.9,
6/19/1982,77.6,104.1,90.8,
6/20/1982,78.9,102.8,91.3,
6/21/1982,77.1,102.3,91.7,
6/22/1982,77.1,104.1,91.3,
6/23/1982,77.1,107.9,93.4,
6/24/1982,78.9,107.7,94.6,
6/25/1982,80.7,109.5,97.6,
6/26/1982,80.7,109.7,95.3,
6/27/1982,80.7,110,96.3,
6/28/1982,83.4,111.3,98.9,
6/29/1982,82.7,109.5,96,
6/30/1982,80.7,109.5,96.7,
7/1/1982,80.7,109.5,97.3,
7/2/1982,82.5,109.5,97.1,
7/3/1982,84.3,109.5,98,
7/4/1982,84.8,109.1,97,
7/5/1982,84.3,108.8,96,
7/6/1982,82.5,111.3,98.1,
7/7/1982,82.5,105.9,94.5,
7/8/1982,80.7,107.7,95.2,
7/9/1982,82.5,109.5,97.4,
7/10/1982,82.5,111.3,97.5,
7/11/1982,82.5,109.5,96.4,
7/12/1982,82.5,109.5,95.5,
7/13/1982,84.3,107.7,96.1,
7/14/1982,82.5,107.7,95.6,
7/15/1982,80.7,105.9,94.7,
7/16/1982,77.6,107.9,94.9,
7/17/1982,80.7,109.5,95.5,
7/18/1982,82.5,111.3,97.2,
7/19/1982,87,113.1,101.1,
7/20/1982,89.7,111.3,100.3,
7/21/1982,86.6,111.3,98.8,
7/22/1982,86.1,107.7,97,
7/23/1982,84.3,109.5,97.7,
7/24/1982,86.1,111.3,98,
7/25/1982,86.1,111.3,98.8,
7/26/1982,87.9,109.5,99.2,
7/27/1982,87.9,109.5,100,
7/28/1982,84.3,109.5,95.1,
7/29/1982,82.5,105.9,94.7,
7/30/1982,82.5,105.9,95,
7/31/1982,79.4,106.1,95.4,
8/1/1982,80.7,105.9,94.8,
8/2/1982,82.5,104.1,93,
8/3/1982,80.7,104.1,92,
8/4/1982,80.7,102.3,92,
8/5/1982,81.8,104.6,93.1,
8/6/1982,84.3,107.7,95.5,
8/7/1982,82.5,107.7,94.6,
8/8/1982,81.8,105.9,95.2,
8/9/1982,80,105.9,93.7,
8/10/1982,82.5,105.9,94,
8/11/1982,82.5,105.9,94,
8/12/1982,82.5,105.9,95.8,
8/13/1982,84.3,106.1,94.8,
8/14/1982,84.3,105.9,94.4,
8/15/1982,84.3,107.7,95.2,
8/16/1982,84.3,106.4,94.9,
8/17/1982,80.7,109.5,96.3,
8/18/1982,81.8,110,96.7,
8/19/1982,80.7,109.5,95.3,
8/20/1982,84.3,109.5,97.5,
8/21/1982,84.3,113.1,97.7,
8/22/1982,84.3,111.3,97.9,
8/23/1982,84.3,109.5,96.6,
8/24/1982,82.5,105.9,94.6,
8/25/1982,82.5,107.7,95.2,
8/26/1982,77.1,107.7,93,
8/27/1982,78.9,105.9,93.4,
8/28/1982,79.1,105.9,92.9,
8/29/1982,80.7,105.9,92.3,
8/30/1982,80.7,107.3,94.5,
8/31/1982,82.5,109.5,94.8,
9/1/1982,80.7,105.9,93,
9/2/1982,78.9,105.9,93.3,
9/3/1982,84.3,107.7,94.7,
9/4/1982,86.1,107.7,96.2,
9/5/1982,82.5,105.9,95.6,
9/6/1982,80.7,107.7,95.5,
9/7/1982,82.5,109.5,96.6,
9/8/1982,82.5,109.5,96.2,
9/9/1982,80.7,107.7,95.3,
9/10/1982,80.7,108.8,94.6,
9/11/1982,82.5,107.7,95.6,
9/12/1982,86.1,107.7,96.6,
9/13/1982,75.3,109.5,96.2,
9/14/1982,83.6,109.5,96.8,
9/15/1982,82.5,109.7,96.2,
9/16/1982,82.5,107.7,94.5,
9/17/1982,82.5,107.7,95.5,
9/18/1982,84.3,107.7,94.9,
9/19/1982,80.7,105.9,94,
9/20/1982,77.3,107.7,92.9,
9/21/1982,77.1,105.9,89.9,
9/22/1982,75.3,102.3,90.3,
9/23/1982,77.1,104.1,91.6,
9/24/1982,75.3,105.2,92.8,
9/25/1982,77.1,104.1,91.3,
9/26/1982,78.9,105.9,90.3,
9/27/1982,77.1,105.9,91.3,
9/28/1982,79.1,105.9,91.7,
9/29/1982,78.9,104.1,91.2,
9/30/1982,78.9,104.6,91.8,
10/1/1982,79.1,105.9,91,
10/2/1982,78.9,102.3,89.6,
10/3/1982,75.3,100.5,88.8,
10/4/1982,77.1,100.5,88.4,
10/5/1982,76.2,100.5,88.6,
10/6/1982,75.8,101.6,88.1,
10/7/1982,75.8,102.3,89.5,
10/8/1982,77.1,98.7,89.3,
10/9/1982,77.1,99.2,86.8,
10/10/1982,71.7,96.9,84.4,
10/11/1982,71.7,86.1,77.1,
10/12/1982,68.1,77.1,71.6,
10/13/1982,62.7,75.3,68.5,
10/14/1982,62.7,80.7,72.5,
10/15/1982,69.9,80.7,72.3,
10/16/1982,68.1,84.8,73.7,
10/17/1982,68.1,89.7,78.2,
10/18/1982,66.3,87.9,77.8,
10/19/1982,69.9,91.5,80,
10/20/1982,69.9,89.7,79.8,
10/21/1982,71.7,91.5,80.8,
10/22/1982,69.9,95.1,84.1,
10/23/1982,74.9,95.1,85.3,
10/24/1982,75.3,97.1,86.1,
10/25/1982,73.5,96.9,85.3,
10/26/1982,71.9,96.9,84.3,
10/27/1982,71.7,96.9,83.5,
10/28/1982,72.2,97.4,83.9,
10/29/1982,71.7,90.2,79.2,
10/30/1982,69.5,82.5,76,
10/31/1982,68.1,84.3,76.7,
11/1/1982,68.1,73.5,71.1,
11/2/1982,66.3,87.9,76.2,
11/3/1982,64.5,79.4,71.2,
11/4/1982,61.4,73.5,67.4,
11/5/1982,60.9,75.3,66.5,
11/6/1982,60.9,71.7,64.1,
11/7/1982,60.9,78.9,69,
11/8/1982,64.5,82.5,73.1,
11/9/1982,69.9,86.1,77.1,
11/10/1982,66.3,78.9,73.2,
11/11/1982,59.1,77.1,67.5,
11/12/1982,59.1,75.3,66.8,
11/13/1982,55.5,69.2,62.5,
11/14/1982,48.3,64.5,56.5,
11/15/1982,47,66.3,56.4,
11/16/1982,48.3,69.2,57.7,
11/17/1982,46.5,68.1,57.1,
11/18/1982,46.5,68.1,56.6,
11/19/1982,44.7,68.1,56.5,
11/20/1982,45.2,74,60.2,
11/21/1982,53,78.9,65.1,
11/22/1982,51.2,78.9,66.3,
11/23/1982,51.9,77.1,65.8,
11/24/1982,59.1,80.7,70.4,
11/25/1982,55.5,71,60.9,
11/26/1982,51.9,68.1,59.6,
11/27/1982,51.9,62.7,56.5,
11/28/1982,51.9,64.5,57.3,
11/29/1982,51.9,66.3,58.3,
11/30/1982,48.3,57.3,52.1,
12/1/1982,46.5,50.1,48.3,
12/2/1982,46.5,59.1,52.7,
12/3/1982,46.5,61.8,54,
12/4/1982,46.5,64.5,55.4,
12/5/1982,53.7,73.5,63.3,
12/6/1982,59.1,77.1,68.3,
12/7/1982,50.1,62.7,56.3,
12/8/1982,46.5,60.9,52.2,
12/9/1982,44,57.3,49.5,
12/10/1982,42.9,55.5,48.6,
12/11/1982,39.3,56,48.2,
12/12/1982,42.9,59.1,50.2,
12/13/1982,48.3,67.7,56.9,
12/14/1982,50.6,68.1,58.8,
12/15/1982,42.9,60.9,52,
12/16/1982,41.1,64.5,52.8,
12/17/1982,42.9,62.7,54.1,
12/18/1982,46.5,54.2,49.9,
12/19/1982,41.1,53.7,47.9,
12/20/1982,42.9,60.9,51.1,
12/21/1982,41.1,62.7,52,
12/22/1982,48.3,70.4,57.7,
12/23/1982,46.5,62.7,55.2,
12/24/1982,50.1,57.3,53.5,
12/25/1982,51.9,57.3,54.3,
12/26/1982,44.7,61.4,53,
12/27/1982,42.9,68.1,56.1,
12/28/1982,47.6,78.9,63.5,
12/29/1982,51.9,80.7,66.2,
12/30/1982,55.5,69.9,62.2,
12/31/1982,50.1,71.7,59,
1/1/1983,53.7,80.7,66.2,
1/2/1983,51.9,69.9,62.4,
1/3/1983,46.5,64.5,54.6,
1/4/1983,42.9,59.1,51.3,
1/5/1983,44.7,60.9,52.6,
1/6/1983,46.5,60.9,53.2,
1/7/1983,44.7,59.1,52,
1/8/1983,44.7,59.1,52.5,
1/9/1983,50.1,73.5,58.7,
1/10/1983,42.9,59.1,50.2,
1/11/1983,42.9,60.9,51.6,
1/12/1983,46.5,68.1,56.4,
1/13/1983,46.5,77.1,61.2,
1/14/1983,51.9,78.5,63.3,
1/15/1983,51.9,68.3,61.1,
1/16/1983,44.7,63.2,53.8,
1/17/1983,46.5,64.5,55.5,
1/18/1983,50.1,74,61.7,
1/19/1983,51.9,66.3,61.5,
1/20/1983,46.5,60.9,51.8,
1/21/1983,41.1,63.2,50,
1/22/1983,34.4,66.3,52,
1/23/1983,44.7,73.5,58.4,
1/24/1983,53.7,65,59.8,
1/25/1983,44.7,64.5,54.5,
1/26/1983,44.7,69.9,55.6,
1/27/1983,44.7,64.5,54.1,
1/28/1983,44.7,57.3,49.7,
1/29/1983,42.9,59.1,49.9,
1/30/1983,42.9,50.1,47,
1/31/1983,44.3,57.3,50.4,
2/1/1983,39.3,61.4,51,
2/2/1983,39.3,64.7,52.4,
2/3/1983,50.1,68.1,56.6,
2/4/1983,48.3,71.7,58.3,
2/5/1983,44.7,66.3,57.2,
2/6/1983,55.5,71.7,62.4,
2/7/1983,51.9,73.5,61.5,
2/8/1983,45.6,64.5,55.4,
2/9/1983,44.7,64.5,54.3,
2/10/1983,44.7,66.3,54.2,
2/11/1983,44.3,66.3,54.5,
2/12/1983,44.7,66.3,54.2,
2/13/1983,46.5,66.3,56.1,
2/14/1983,41.1,71.9,57.6,
2/15/1983,48.3,79.4,64.3,
2/16/1983,59.1,77.6,68,
2/17/1983,62.7,77.3,69.2,
2/18/1983,56.9,77.1,66.3,
2/19/1983,51.5,77.1,64.7,
2/20/1983,53.7,82.5,67.4,
2/21/1983,55.5,77.6,65.6,
2/22/1983,48.3,73.5,56.8,
2/23/1983,42.9,64.5,53.8,
2/24/1983,44.7,69.9,57.6,
2/25/1983,53.7,84.3,67.9,
2/26/1983,59.1,86.1,72.3,
2/27/1983,50.1,64.5,58.1,
2/28/1983,44,63.2,53.2,
3/1/1983,41.1,66.3,54.3,
3/2/1983,44.7,69.9,58,
3/3/1983,51.9,77.6,64.1,
3/4/1983,57.3,84.3,70.7,
3/5/1983,62.7,86.1,74.8,
3/6/1983,57.3,71.7,67,
3/7/1983,50.1,68.1,57.9,
3/8/1983,48.8,68.1,59,
3/9/1983,50.1,73.5,61.8,
3/10/1983,48.3,69.9,58.6,
3/11/1983,50.1,64.1,56.2,
3/12/1983,48.3,68.1,56.3,
3/13/1983,53.7,69.9,60.8,
3/14/1983,55.5,66.3,60.9,
3/15/1983,59.1,73.5,65.5,
3/16/1983,53.7,75.3,65.6,
3/17/1983,50.1,68.1,59.5,
3/18/1983,48.3,71.7,59.7,
3/19/1983,51.9,73.5,62.3,
3/20/1983,55.5,78.9,67.4,
3/21/1983,59.1,87.9,73.4,
3/22/1983,62.7,86.1,73.5,
3/23/1983,57.3,78.9,67.4,
3/24/1983,53.7,74,63.4,
3/25/1983,51.9,75.3,64.6,
3/26/1983,53.7,78.2,65.8,
3/27/1983,55.5,77.1,67.1,
3/28/1983,59.1,82.1,70.4,
3/29/1983,66.3,82.5,73.6,
3/30/1983,62.7,84.3,73,
3/31/1983,60.9,78.9,68.8,
4/1/1983,62,84.3,72.8,
4/2/1983,60.2,81.2,71.6,
4/3/1983,62.7,78.9,69.1,
4/4/1983,60.9,80.7,69.8,
4/5/1983,60.9,80.7,69,
4/6/1983,58.4,77.1,69.8,
4/7/1983,59.1,80.7,69.3,
4/8/1983,62.7,89.7,75.5,
4/9/1983,69.9,89.7,79.3,
4/10/1983,66.3,89.7,77.7,
4/11/1983,66.3,86.1,76.8,
4/12/1983,68.1,86.1,76.7,
4/13/1983,65,86.3,75.8,
4/14/1983,63.8,84.3,73.5,
4/15/1983,62.7,87.9,74.4,
4/16/1983,64.5,87.9,76.2,
4/17/1983,68.1,94.4,81.6,
4/18/1983,71.7,96.9,84.5,
4/19/1983,66.8,96.5,82.4,
4/20/1983,68.1,87.9,77.5,
4/21/1983,66.3,87.9,77.5,
4/22/1983,66.3,86.1,74,
4/23/1983,66.3,89.7,76.4,
4/24/1983,71.7,91.5,82.7,
4/25/1983,65.9,92,77.8,
4/26/1983,68.1,89.7,79.8,
4/27/1983,71.7,96.2,83.7,
4/28/1983,78.2,96.9,86.9,
4/29/1983,73.5,89.7,81.2,
4/30/1983,73.5,95.1,83.9,
5/1/1983,77.1,95.1,86.1,
5/2/1983,75.3,96.9,85.5,
5/3/1983,70.4,91.5,81.7,
5/4/1983,68.1,101,86.1,
5/5/1983,77.1,102.3,89.7,
5/6/1983,80.7,96.9,88,
5/7/1983,77.1,102.3,90.3,
5/8/1983,82.1,98.7,90.8,
5/9/1983,78.9,98.7,89.4,
5/10/1983,78.9,100.5,90.7,
5/11/1983,80.7,99.2,89.5,
5/12/1983,80.7,105.9,92.7,
5/13/1983,80.7,105.9,93.2,
5/14/1983,81.2,104.1,92.5,
5/15/1983,85.4,95.1,90.7,
5/16/1983,74,95.1,85.4,
5/17/1983,73.5,98.7,87.5,
5/18/1983,77.1,96.9,88.8,
5/19/1983,78.2,102.3,89.4,
5/20/1983,77.6,102.3,90.9,
5/21/1983,80,100.5,90.7,
5/22/1983,80,102.3,91.7,
5/23/1983,82.5,104.6,94,
5/24/1983,84.3,106.1,96,
5/25/1983,80.7,104.1,93.7,
5/26/1983,82.5,102.3,92.1,
5/27/1983,82.1,102.3,90.9,
5/28/1983,86.1,107.7,95.9,
5/29/1983,87.9,104.1,95,
5/30/1983,84.3,105.9,94,
5/31/1983,80.7,104.1,93.3,
6/1/1983,82.7,104.1,95.2,
6/2/1983,86.1,104.1,95,
6/3/1983,86.1,102.3,93.7,
6/4/1983,86.1,104.1,94.7,
6/5/1983,86.1,107.7,97,
6/6/1983,89.7,109.5,99.5,
6/7/1983,89.7,109.5,100.9,
6/8/1983,87.9,107.7,98.1,
6/9/1983,84.3,107.7,96.6,
6/10/1983,87.9,111.3,99.2,
6/11/1983,91.5,114.9,102.1,
6/12/1983,93.3,114.9,102.5,
6/13/1983,85.4,104.1,94.2,
6/14/1983,80.7,107.7,93.7,
6/15/1983,82.5,105.9,94.9,
6/16/1983,84.3,104.1,95.8,
6/17/1983,86.1,105.9,95.9,
6/18/1983,82.5,107.7,95.8,
6/19/1983,87.9,109.5,99.5,
6/20/1983,82.5,107.7,95.2,
6/21/1983,82.5,105.9,94.6,
6/22/1983,80.7,105.9,94.4,
6/23/1983,83.6,105.9,95.5,
6/24/1983,80.7,107.7,94.2,
6/25/1983,80.7,104.1,92.6,
6/26/1983,80.7,104.1,92.9,
6/27/1983,80.7,105.9,92.8,
6/28/1983,77.1,107.7,94.3,
6/29/1983,82.5,107.7,96.5,
6/30/1983,82.5,105.9,94,
7/1/1983,82.5,107.7,94.6,
7/2/1983,80.7,107.7,94.8,
7/3/1983,84.3,109.5,97.6,
7/4/1983,84.8,107.7,96.6,
7/5/1983,80.7,107.7,94.5,
7/6/1983,82.5,107.7,96.1,
7/7/1983,80.7,109.5,97.2,
7/8/1983,84.3,109.5,97.7,
7/9/1983,86.1,111.3,98.1,
7/10/1983,86.1,111.8,99.7,
7/11/1983,85.4,111.3,99.1,
7/12/1983,87.9,111.3,99.9,
7/13/1983,89.7,111.3,100.1,
7/14/1983,88.4,111.3,99.7,
7/15/1983,84.3,109.5,95.9,
7/16/1983,80.7,107.7,95.1,
7/17/1983,84.8,110.9,97.3,
7/18/1983,87.9,111.3,99.1,
7/19/1983,87.9,114.9,100.4,
7/20/1983,89.7,113.1,100.9,
7/21/1983,87.9,113.1,101.4,
7/22/1983,86.1,111.3,100.3,
7/23/1983,86.6,111.3,99.3,
7/24/1983,85.4,109.5,97,
7/25/1983,86.1,107.7,95.7,
7/26/1983,84.3,109.5,96.2,
7/27/1983,82.7,107,96.1,
7/28/1983,82.7,107.7,97.2,
7/29/1983,84.3,107.7,98,
7/30/1983,84.3,107.7,97.5,
7/31/1983,84.5,107.7,96.6,
8/1/1983,84.3,107.7,95.8,
8/2/1983,83.9,107.7,96.6,
8/3/1983,87.9,107.7,97,
8/4/1983,86.1,107.7,96.9,
8/5/1983,85.7,110.9,98,
8/6/1983,80.7,109.5,97.4,
8/7/1983,86.1,107.9,97.7,
8/8/1983,84.3,107.7,96.3,
8/9/1983,83.9,101.4,93.1,
8/10/1983,82.5,107.7,95.7,
8/11/1983,84.3,106.4,94.9,
8/12/1983,82.5,104.1,94.3,
8/13/1983,83.6,107.7,95.7,
8/14/1983,86.1,109.5,98.1,
8/15/1983,87.5,109.5,99.1,
8/16/1983,87,109.1,99.3,
8/17/1983,86.1,109.5,99.6,
8/18/1983,89.9,113.1,101,
8/19/1983,90.2,111.3,100,
8/20/1983,93.3,107.7,99.5,
8/21/1983,86.1,109.5,98.7,
8/22/1983,84.3,109.5,97.6,
8/23/1983,87.9,111.3,99.7,
8/24/1983,87.9,111.5,99.5,
8/25/1983,87.9,113.1,99.7,
8/26/1983,83.6,104.1,94.4,
8/27/1983,79.4,102.5,92.5,
8/28/1983,77.1,104.1,91.3,
8/29/1983,79.4,104.3,93.2,
8/30/1983,80.7,105.5,93.7,
8/31/1983,80.3,104.1,93,
9/1/1983,78.2,104.1,92.7,
9/2/1983,80.7,107.7,93.4,
9/3/1983,80.7,107,93.2,
9/4/1983,78.9,107.7,94.3,
9/5/1983,80.7,107.7,95.4,
9/6/1983,80.7,106.8,95.4,
9/7/1983,80.7,109.5,94.9,
9/8/1983,80.7,107.7,95.7,
9/9/1983,79.4,102.3,91.1,
9/10/1983,78.9,102.3,89.9,
9/11/1983,77.1,100.5,88.5,
9/12/1983,74.6,104.1,89.4,
9/13/1983,77.1,102.3,88.7,
9/14/1983,75.3,102.3,87.4,
9/15/1983,73.5,102.3,87.7,
9/16/1983,71.7,102.3,88.3,
9/17/1983,74.6,102.8,88.7,
9/18/1983,75.3,104.1,90,
9/19/1983,78.9,104.1,90.5,
9/20/1983,75.3,104.1,90.8,
9/21/1983,74.4,105.9,91.6,
9/22/1983,77.1,104.1,92,
9/23/1983,75.3,103.4,89.6,
9/24/1983,77.1,104.1,89.5,
9/25/1983,78.9,102.3,90.7,
9/26/1983,75.3,102.3,89.7,
9/27/1983,75.3,102.3,88.6,
9/28/1983,75.8,98.7,86.5,
9/29/1983,74.9,98.7,85.8,
9/30/1983,71.7,98.9,85.1,
10/1/1983,71.3,98.7,84.6,
10/2/1983,69.2,98.3,85.1,
10/3/1983,71.7,100.5,86.8,
10/4/1983,71.7,99.2,86.3,
10/5/1983,71.7,99.2,86.7,
10/6/1983,75.3,95.1,84,
10/7/1983,68.1,87.9,77.3,
10/8/1983,66.3,89.7,77.2,
10/9/1983,66.8,91.5,78,
10/10/1983,66.3,89.7,76.7,
10/11/1983,61.4,89.7,74.6,
10/12/1983,64.5,89.7,76.5,
10/13/1983,65,88.4,76.4,
10/14/1983,60.9,91.1,75.3,
10/15/1983,63.2,91.5,76.7,
10/16/1983,62,90.8,76.1,
10/17/1983,64.5,87.9,76.2,
10/18/1983,64.5,87.9,75.6,
